,Address,Latitude,Longitude,Flood Description,Flood Zone
96,"427 MARSHALL ST, Houston, Texas 77006",29.74001,-95.38252,AREA OF MINIMAL FLOOD HAZARD,X
97,"427 TUAM ST, Houston, Texas 77006",29.74641,-95.37987,AREA OF MINIMAL FLOOD HAZARD,X
98,"427 WESTMORELAND ST, Houston, Texas 77006",29.74095,-95.38277,AREA OF MINIMAL FLOOD HAZARD,X
99,"428 HAWTHORNE ST, Houston, Texas 77006",29.74268,-95.38494,AREA OF MINIMAL FLOOD HAZARD,X
100,"428 WESTMORELAND ST, Houston, Texas 77006",29.74036,-95.38258,AREA OF MINIMAL FLOOD HAZARD,X
101,"429 TUAM ST, Houston, Texas 77006",29.74662,-95.38006,AREA OF MINIMAL FLOOD HAZARD,X
102,"429 WESTMORELAND ST, Houston, Texas 77006",29.74095,-95.38268,AREA OF MINIMAL FLOOD HAZARD,X
103,"4306 ROSELAND ST, Houston, Texas 77006",29.73422,-95.39001,AREA OF MINIMAL FLOOD HAZARD,X
104,"4308 ROSELAND ST, Houston, Texas 77006",29.73414,-95.39007,AREA OF MINIMAL FLOOD HAZARD,X
105,"431 TUAM ST, Houston, Texas 77006",29.74641,-95.37999,AREA OF MINIMAL FLOOD HAZARD,X
106,"431 WESTMORELAND ST, Houston, Texas 77006",29.74096,-95.38261,AREA OF MINIMAL FLOOD HAZARD,X
107,"4310 YOAKUM BLVD, Houston, Texas 77006",29.73379,-95.39295,AREA OF MINIMAL FLOOD HAZARD,X
108,"4312 STANFORD ST A, Houston, Texas 77006",29.7339,-95.38908,AREA OF MINIMAL FLOOD HAZARD,X
109,"4312 STANFORD ST B, Houston, Texas 77006",29.7339,-95.38908,AREA OF MINIMAL FLOOD HAZARD,X
110,"4318 KYLE ST, Houston, Texas 77006",29.73361,-95.39053,AREA OF MINIMAL FLOOD HAZARD,X
111,"432 HAWTHORNE ST, Houston, Texas 77006",29.74268,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
112,"433 TUAM ST, Houston, Texas 77006",29.74646,-95.38007,AREA OF MINIMAL FLOOD HAZARD,X
113,"433 WESTMORELAND ST, Houston, Texas 77006",29.74096,-95.38252,AREA OF MINIMAL FLOOD HAZARD,X
114,"435 HAWTHORNE ST, Houston, Texas 77006",29.74221,-95.38514,AREA OF MINIMAL FLOOD HAZARD,X
115,"435 WESTMORELAND ST, Houston, Texas 77006",29.74095,-95.38243,AREA OF MINIMAL FLOOD HAZARD,X
116,"437 WESTMORELAND ST, Houston, Texas 77006",29.74096,-95.38236,AREA OF MINIMAL FLOOD HAZARD,X
117,"439 WESTMORELAND ST, Houston, Texas 77006",29.74096,-95.38228,AREA OF MINIMAL FLOOD HAZARD,X
118,"4402 CASTLE COURT PL, Houston, Texas 77006",29.73287,-95.39871,AREA OF MINIMAL FLOOD HAZARD,X
119,"4402 MOUNT VERNON ST, Houston, Texas 77006",29.73325,-95.39385,AREA OF MINIMAL FLOOD HAZARD,X
120,"4404 CASTLE COURT PL, Houston, Texas 77006",29.73274,-95.3987,AREA OF MINIMAL FLOOD HAZARD,X
121,"4404 MOUNT VERNON ST, Houston, Texas 77006",29.73327,-95.39393,AREA OF MINIMAL FLOOD HAZARD,X
122,"4405 MANDELL ST, Houston, Texas 77006",29.73308,-95.39934,AREA OF MINIMAL FLOOD HAZARD,X
123,"4406 CASTLE COURT PL, Houston, Texas 77006",29.73266,-95.39866,AREA OF MINIMAL FLOOD HAZARD,X
124,"4406 MOUNT VERNON ST, Houston, Texas 77006",29.73328,-95.39406,AREA OF MINIMAL FLOOD HAZARD,X
125,"4407 CASTLE COURT PL, Houston, Texas 77006",29.73295,-95.39867,AREA OF MINIMAL FLOOD HAZARD,X
126,"4407 MOUNT VERNON ST, Houston, Texas 77006",29.73353,-95.39343,AREA OF MINIMAL FLOOD HAZARD,X
127,"4408 MOUNT VERNON ST, Houston, Texas 77006",29.73309,-95.39405,AREA OF MINIMAL FLOOD HAZARD,X
128,"4409 MANDELL ST, Houston, Texas 77006",29.73298,-95.39915,AREA OF MINIMAL FLOOD HAZARD,X
129,"4409 MOUNT VERNON ST, Houston, Texas 77006",29.73336,-95.39343,AREA OF MINIMAL FLOOD HAZARD,X
130,"441 WESTMORELAND ST, Houston, Texas 77006",29.74096,-95.38218,AREA OF MINIMAL FLOOD HAZARD,X
131,"4410 CASTLE COURT PL, Houston, Texas 77006",29.73267,-95.39848,AREA OF MINIMAL FLOOD HAZARD,X
132,"4410 MOUNT VERNON ST, Houston, Texas 77006",29.73306,-95.39394,AREA OF MINIMAL FLOOD HAZARD,X
133,"4411 CASTLE COURT PL, Houston, Texas 77006",29.73295,-95.39849,AREA OF MINIMAL FLOOD HAZARD,X
134,"4411 GREELEY ST, Houston, Texas 77006",29.73272,-95.38769,AREA OF MINIMAL FLOOD HAZARD,X
135,"4411 MANDELL ST, Houston, Texas 77006",29.73288,-95.39926,AREA OF MINIMAL FLOOD HAZARD,X
136,"4412 MANDELL ST, Houston, Texas 77006",29.73309,-95.39969,AREA OF MINIMAL FLOOD HAZARD,X
137,"4412 MOUNT VERNON ST, Houston, Texas 77006",29.73308,-95.39384,AREA OF MINIMAL FLOOD HAZARD,X
138,"4413 MANDELL ST, Houston, Texas 77006",29.73283,-95.39883,AREA OF MINIMAL FLOOD HAZARD,X
139,"4413 MOUNT VERNON ST, Houston, Texas 77006",29.73327,-95.39343,AREA OF MINIMAL FLOOD HAZARD,X
140,"4414 CASTLE COURT PL, Houston, Texas 77006",29.73259,-95.39835,AREA OF MINIMAL FLOOD HAZARD,X
141,"4415 CASTLE COURT PL, Houston, Texas 77006",29.73289,-95.39838,AREA OF MINIMAL FLOOD HAZARD,X
142,"4415 MANDELL ST, Houston, Texas 77006",29.73268,-95.39889,AREA OF MINIMAL FLOOD HAZARD,X
143,"4416 MANDELL ST, Houston, Texas 77006",29.73301,-95.3997,AREA OF MINIMAL FLOOD HAZARD,X
144,"4417 MANDELL ST, Houston, Texas 77006",29.73278,-95.39937,AREA OF MINIMAL FLOOD HAZARD,X
145,"4418 CASTLE COURT PL, Houston, Texas 77006",29.73258,-95.39826,AREA OF MINIMAL FLOOD HAZARD,X
146,"4418 YUPON ST, Houston, Texas 77006",29.73283,-95.3967,AREA OF MINIMAL FLOOD HAZARD,X
147,"4419 CASTLE COURT PL, Houston, Texas 77006",29.73289,-95.39831,AREA OF MINIMAL FLOOD HAZARD,X
148,"4419 MANDELL ST, Houston, Texas 77006",29.73268,-95.39918,AREA OF MINIMAL FLOOD HAZARD,X
149,"4420 MANDELL ST, Houston, Texas 77006",29.73294,-95.3997,AREA OF MINIMAL FLOOD HAZARD,X
150,"4421 MANDELL ST, Houston, Texas 77006",29.73268,-95.39932,AREA OF MINIMAL FLOOD HAZARD,X
151,"4422 CASTLE COURT PL, Houston, Texas 77006",29.73258,-95.39819,AREA OF MINIMAL FLOOD HAZARD,X
152,"4422 YUPON ST, Houston, Texas 77006",29.73272,-95.39673,AREA OF MINIMAL FLOOD HAZARD,X
153,"4423 CASTLE COURT PL, Houston, Texas 77006",29.73289,-95.39822,AREA OF MINIMAL FLOOD HAZARD,X
154,"4426 CASTLE COURT PL, Houston, Texas 77006",29.73258,-95.39812,AREA OF MINIMAL FLOOD HAZARD,X
155,"4427 CASTLE COURT PL, Houston, Texas 77006",29.73289,-95.39814,AREA OF MINIMAL FLOOD HAZARD,X
156,"4430 CASTLE COURT PL, Houston, Texas 77006",29.73258,-95.398,AREA OF MINIMAL FLOOD HAZARD,X
157,"4431 CASTLE COURT PL, Houston, Texas 77006",29.73292,-95.39805,AREA OF MINIMAL FLOOD HAZARD,X
158,"4431 MOUNT VERNON ST, Houston, Texas 77006",29.73314,-95.39353,AREA OF MINIMAL FLOOD HAZARD,X
159,"4431 YOAKUM BLVD, Houston, Texas 77006",29.73313,-95.39227,AREA OF MINIMAL FLOOD HAZARD,X
160,"4433 MOUNT VERNON ST, Houston, Texas 77006",29.73317,-95.39342,AREA OF MINIMAL FLOOD HAZARD,X
161,"4433 YOAKUM BLVD, Houston, Texas 77006",29.73312,-95.39212,AREA OF MINIMAL FLOOD HAZARD,X
162,"4434 CASTLE COURT PL, Houston, Texas 77006",29.73248,-95.39798,AREA OF MINIMAL FLOOD HAZARD,X
163,"4435 CASTLE COURT PL, Houston, Texas 77006",29.73295,-95.39794,AREA OF MINIMAL FLOOD HAZARD,X
164,"4435 MOUNT VERNON ST, Houston, Texas 77006",29.73317,-95.3933,AREA OF MINIMAL FLOOD HAZARD,X
165,"4435 YOAKUM BLVD, Houston, Texas 77006",29.73312,-95.39199,AREA OF MINIMAL FLOOD HAZARD,X
166,"4437 MOUNT VERNON ST, Houston, Texas 77006",29.73297,-95.39333,AREA OF MINIMAL FLOOD HAZARD,X
167,"4437 YOAKUM BLVD, Houston, Texas 77006",29.73313,-95.39184,AREA OF MINIMAL FLOOD HAZARD,X
168,"4439 CASTLE COURT PL, Houston, Texas 77006",29.73296,-95.39766,AREA OF MINIMAL FLOOD HAZARD,X
169,"4439 MOUNT VERNON ST, Houston, Texas 77006",29.73297,-95.3935,AREA OF MINIMAL FLOOD HAZARD,X
170,"4441 MOUNT VERNON ST, Houston, Texas 77006",29.73283,-95.3935,AREA OF MINIMAL FLOOD HAZARD,X
171,"4443 CASTLE COURT PL, Houston, Texas 77006",29.73288,-95.39766,AREA OF MINIMAL FLOOD HAZARD,X
172,"4443 MOUNT VERNON ST, Houston, Texas 77006",29.73285,-95.39332,AREA OF MINIMAL FLOOD HAZARD,X
173,"4445 MOUNT VERNON ST, Houston, Texas 77006",29.73266,-95.39329,AREA OF MINIMAL FLOOD HAZARD,X
174,"4447 CASTLE COURT PL, Houston, Texas 77006",29.73281,-95.39766,AREA OF MINIMAL FLOOD HAZARD,X
175,"4447 MOUNT VERNON ST, Houston, Texas 77006",29.73266,-95.39341,AREA OF MINIMAL FLOOD HAZARD,X
176,"4449 MOUNT VERNON ST, Houston, Texas 77006",29.73266,-95.39352,AREA OF MINIMAL FLOOD HAZARD,X
177,"4451 CASTLE COURT PL, Houston, Texas 77006",29.73275,-95.39766,AREA OF MINIMAL FLOOD HAZARD,X
178,"4451 YOAKUM BLVD, Houston, Texas 77006",29.73293,-95.39186,AREA OF MINIMAL FLOOD HAZARD,X
179,"4453 YOAKUM BLVD, Houston, Texas 77006",29.7328,-95.39186,AREA OF MINIMAL FLOOD HAZARD,X
180,"4455 CASTLE COURT PL, Houston, Texas 77006",29.73268,-95.39766,AREA OF MINIMAL FLOOD HAZARD,X
181,"4455 YOAKUM BLVD, Houston, Texas 77006",29.73267,-95.39185,AREA OF MINIMAL FLOOD HAZARD,X
182,"4459 CASTLE COURT PL, Houston, Texas 77006",29.73262,-95.39766,AREA OF MINIMAL FLOOD HAZARD,X
183,"4463 CASTLE COURT PL, Houston, Texas 77006",29.73249,-95.39772,AREA OF MINIMAL FLOOD HAZARD,X
184,"4471 YOAKUM BLVD, Houston, Texas 77006",29.73291,-95.39228,AREA OF MINIMAL FLOOD HAZARD,X
185,"4473 YOAKUM BLVD, Houston, Texas 77006",29.73292,-95.39216,AREA OF MINIMAL FLOOD HAZARD,X
186,"4491 YOAKUM BLVD, Houston, Texas 77006",29.73268,-95.39224,AREA OF MINIMAL FLOOD HAZARD,X
187,"4493 YOAKUM BLVD, Houston, Texas 77006",29.73268,-95.39211,AREA OF MINIMAL FLOOD HAZARD,X
188,"4502 MOUNT VERNON ST, Houston, Texas 77006",29.73254,-95.39384,AREA OF MINIMAL FLOOD HAZARD,X
189,"4503 MANDELL ST, Houston, Texas 77006",29.73253,-95.39935,AREA OF MINIMAL FLOOD HAZARD,X
190,"4504 MANDELL ST, Houston, Texas 77006",29.73251,-95.39968,AREA OF MINIMAL FLOOD HAZARD,X
191,"4505 MANDELL ST, Houston, Texas 77006",29.73254,-95.39925,AREA OF MINIMAL FLOOD HAZARD,X
192,"4506 MANDELL ST, Houston, Texas 77006",29.73243,-95.39968,AREA OF MINIMAL FLOOD HAZARD,X
193,"4507 MANDELL ST, Houston, Texas 77006",29.73229,-95.39925,AREA OF MINIMAL FLOOD HAZARD,X
194,"4508 MANDELL ST, Houston, Texas 77006",29.73236,-95.39968,AREA OF MINIMAL FLOOD HAZARD,X
195,"4509 MANDELL ST, Houston, Texas 77006",29.7323,-95.39935,AREA OF MINIMAL FLOOD HAZARD,X
196,"4510 MANDELL ST, Houston, Texas 77006",29.73227,-95.39968,AREA OF MINIMAL FLOOD HAZARD,X
197,"4510 YOAKUM BLVD, Houston, Texas 77006",29.73242,-95.39293,AREA OF MINIMAL FLOOD HAZARD,X
198,"4512 MONTROSE BLVD, Houston, Texas 77006",29.73223,-95.39132,AREA OF MINIMAL FLOOD HAZARD,X
199,"4514 MONTROSE BLVD, Houston, Texas 77006",29.73219,-95.39147,AREA OF MINIMAL FLOOD HAZARD,X
200,"4514 MOUNT VERNON ST, Houston, Texas 77006",29.73211,-95.3939,AREA OF MINIMAL FLOOD HAZARD,X
201,"4516 MONTROSE BLVD, Houston, Texas 77006",29.73222,-95.39155,AREA OF MINIMAL FLOOD HAZARD,X
202,"4516 MOUNT VERNON ST, Houston, Texas 77006",29.73206,-95.3939,AREA OF MINIMAL FLOOD HAZARD,X
203,"4518 MONTROSE BLVD, Houston, Texas 77006",29.73225,-95.39131,AREA OF MINIMAL FLOOD HAZARD,X
204,"4615 MOUNT VERNON, Houston, Texas 77006",29.7311597,-95.3934964,AREA OF MINIMAL FLOOD HAZARD,X
205,"4617 MOUNT VERNON, Houston, Texas 77006",29.7311541,-95.3934966,AREA OF MINIMAL FLOOD HAZARD,X
206,"4619 MOUNT VERNON, Houston, Texas 77006",29.7311485,-95.3934968,AREA OF MINIMAL FLOOD HAZARD,X
207,"4702 MOUNT VERNON ST, Houston, Texas 77006",29.73081,-95.39396,AREA OF MINIMAL FLOOD HAZARD,X
208,"4703 YOAKUM BLVD, Houston, Texas 77006",29.7308,-95.39269,AREA OF MINIMAL FLOOD HAZARD,X
209,"4704 MOUNT VERNON ST, Houston, Texas 77006",29.73065,-95.39395,AREA OF MINIMAL FLOOD HAZARD,X
210,"4706 MOUNT VERNON ST, Houston, Texas 77006",29.73057,-95.39394,AREA OF MINIMAL FLOOD HAZARD,X
211,"4706 YOAKUM BLVD, Houston, Texas 77006",29.7306,-95.39296,AREA OF MINIMAL FLOOD HAZARD,X
212,"4707 YOAKUM BLVD, Houston, Texas 77006",29.73069,-95.39268,AREA OF MINIMAL FLOOD HAZARD,X
213,"4710 YOAKUM BLVD, Houston, Texas 77006",29.7306,-95.39316,AREA OF MINIMAL FLOOD HAZARD,X
214,"4711 YOAKUM BLVD, Houston, Texas 77006",29.73058,-95.39268,AREA OF MINIMAL FLOOD HAZARD,X
215,"4716 YOAKUM BLVD, Houston, Texas 77006",29.73046,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
216,"4722 YOAKUM BLVD, Houston, Texas 77006",29.73036,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
217,"4726 YOAKUM BLVD, Houston, Texas 77006",29.73025,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
218,"4800 YOAKUM BLVD, Houston, Texas 77006",29.72991,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
219,"4802 MOUNT VERNON ST, Houston, Texas 77006",29.7299,-95.39391,AREA OF MINIMAL FLOOD HAZARD,X
220,"4803 MOUNT VERNON ST, Houston, Texas 77006",29.72989,-95.3936,AREA OF MINIMAL FLOOD HAZARD,X
221,"4804 MOUNT VERNON ST, Houston, Texas 77006",29.72983,-95.39391,AREA OF MINIMAL FLOOD HAZARD,X
222,"4804 YOAKUM BLVD, Houston, Texas 77006",29.72984,-95.39299,AREA OF MINIMAL FLOOD HAZARD,X
223,"4806 MOUNT VERNON ST, Houston, Texas 77006",29.72975,-95.39391,AREA OF MINIMAL FLOOD HAZARD,X
224,"4807 MOUNT VERNON ST, Houston, Texas 77006",29.72981,-95.3936,AREA OF MINIMAL FLOOD HAZARD,X
225,"4808 YOAKUM BLVD, Houston, Texas 77006",29.7298,-95.393,AREA OF MINIMAL FLOOD HAZARD,X
226,"4811 MOUNT VERNON ST, Houston, Texas 77006",29.72974,-95.3936,AREA OF MINIMAL FLOOD HAZARD,X
