,Address,Latitude,Longitude,Flood Description,Flood Zone
71,"1117 MARCONI ST HOUSTON, Texas 77019",29.75616,-95.39266,AREA OF MINIMAL FLOOD HAZARD,X
72,"1105 MARCONI ST C HOUSTON, Texas 77019",29.75658,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
73,"1105 MARCONI ST A HOUSTON, Texas 77019",29.75658,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
74,"1023 MARCONI ST HOUSTON, Texas 77019",29.7567,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
75,"1021 MARCONI ST HOUSTON, Texas 77019",29.75673,-95.3928,AREA OF MINIMAL FLOOD HAZARD,X
76,"1017 MARCONI ST HOUSTON, Texas 77019",29.75685,-95.39277,AREA OF MINIMAL FLOOD HAZARD,X
77,"1019 MARCONI ST HOUSTON, Texas 77019",29.75685,-95.39269,AREA OF MINIMAL FLOOD HAZARD,X
78,"1107 MARCONI ST C HOUSTON, Texas 77019",29.75643,-95.39276,AREA OF MINIMAL FLOOD HAZARD,X
79,"1107 MARCONI ST A HOUSTON, Texas 77019",29.75643,-95.39276,AREA OF MINIMAL FLOOD HAZARD,X
80,"1107 MARCONI ST B HOUSTON, Texas 77019",29.75643,-95.39276,AREA OF MINIMAL FLOOD HAZARD,X
81,"1215 MARCONI ST C HOUSTON, Texas 77019",29.75575,-95.39273,AREA OF MINIMAL FLOOD HAZARD,X
82,"1215 MARCONI ST B HOUSTON, Texas 77019",29.75575,-95.39273,AREA OF MINIMAL FLOOD HAZARD,X
83,"1215 MARCONI ST A HOUSTON, Texas 77019",29.75575,-95.39273,AREA OF MINIMAL FLOOD HAZARD,X
84,"1004 COLUMBUS ST HOUSTON, Texas 77019",29.75716,-95.39151,AREA OF MINIMAL FLOOD HAZARD,X
85,"1014 COLUMBUS ST HOUSTON, Texas 77019",29.75683,-95.3916,AREA OF MINIMAL FLOOD HAZARD,X
86,"1020 COLUMBUS ST HOUSTON, Texas 77019",29.75671,-95.39167,AREA OF MINIMAL FLOOD HAZARD,X
87,"1002 COLUMBUS ST HOUSTON, Texas 77019",29.75716,-95.39178,AREA OF MINIMAL FLOOD HAZARD,X
88,"1000 COLUMBUS ST HOUSTON, Texas 77019",29.75731,-95.39168,AREA OF MINIMAL FLOOD HAZARD,X
89,"1000 COLUMBUS ST HOUSTON, Texas 77019",29.75731,-95.39168,AREA OF MINIMAL FLOOD HAZARD,X
90,"1000 COLUMBUS ST HOUSTON, Texas 77019",29.75731,-95.39168,AREA OF MINIMAL FLOOD HAZARD,X
91,"1018 COLUMBUS ST HOUSTON, Texas 77019",29.75678,-95.3916,AREA OF MINIMAL FLOOD HAZARD,X
92,"1104 COLUMBUS ST HOUSTON, Texas 77019",29.75664,-95.39167,AREA OF MINIMAL FLOOD HAZARD,X
93,"1106 COLUMBUS ST HOUSTON, Texas 77019",29.75659,-95.39167,AREA OF MINIMAL FLOOD HAZARD,X
94,"1108 COLUMBUS ST HOUSTON, Texas 77019",29.75655,-95.3916,AREA OF MINIMAL FLOOD HAZARD,X
95,"1006 COLUMBUS ST HOUSTON, Texas 77019",29.75705,-95.39161,AREA OF MINIMAL FLOOD HAZARD,X
96,"1008 COLUMBUS ST HOUSTON, Texas 77019",29.757,-95.39168,AREA OF MINIMAL FLOOD HAZARD,X
97,"1012 COLUMBUS ST HOUSTON, Texas 77019",29.75687,-95.39168,AREA OF MINIMAL FLOOD HAZARD,X
98,"1204 COLUMBUS ST HOUSTON, Texas 77019",29.7559,-95.39149,AREA OF MINIMAL FLOOD HAZARD,X
99,"1010 COLUMBUS ST HOUSTON, Texas 77019",29.75694,-95.39167,AREA OF MINIMAL FLOOD HAZARD,X
100,"1002 COLUMBUS ST HOUSTON, Texas 77019",29.75716,-95.39178,AREA OF MINIMAL FLOOD HAZARD,X
101,"1004 COLUMBUS ST HOUSTON, Texas 77019",29.75716,-95.39151,AREA OF MINIMAL FLOOD HAZARD,X
102,"1200 COLUMBUS ST HOUSTON, Texas 77019",29.75591,-95.3917,AREA OF MINIMAL FLOOD HAZARD,X
103,"1202 COLUMBUS ST HOUSTON, Texas 77019",29.75589,-95.3916,AREA OF MINIMAL FLOOD HAZARD,X
104,"1126 COLUMBUS ST HOUSTON, Texas 77019",29.75607,-95.39149,AREA OF MINIMAL FLOOD HAZARD,X
105,"1124 COLUMBUS ST HOUSTON, Texas 77019",29.75607,-95.39162,AREA OF MINIMAL FLOOD HAZARD,X
106,"1122 COLUMBUS ST HOUSTON, Texas 77019",29.75605,-95.3917,AREA OF MINIMAL FLOOD HAZARD,X
107,"1210 COLUMBUS ST HOUSTON, Texas 77019",29.75581,-95.39158,AREA OF MINIMAL FLOOD HAZARD,X
108,"1212 COLUMBUS ST HOUSTON, Texas 77019",29.75574,-95.39158,AREA OF MINIMAL FLOOD HAZARD,X
109,"1001 W CLAY ST HOUSTON, Texas 77019",29.75533,-95.3915,AREA OF MINIMAL FLOOD HAZARD,X
110,"2315 WELCH ST HOUSTON, Texas 77019",29.74803,-95.41559,AREA OF MINIMAL FLOOD HAZARD,X
111,"2313 WELCH ST HOUSTON, Texas 77019",29.74808,-95.41553,AREA OF MINIMAL FLOOD HAZARD,X
112,"2303 WELCH ST HOUSTON, Texas 77019",29.74808,-95.41536,AREA OF MINIMAL FLOOD HAZARD,X
113,"2301 WELCH ST HOUSTON, Texas 77019",29.74808,-95.41521,AREA OF MINIMAL FLOOD HAZARD,X
114,"2311 WELCH ST HOUSTON, Texas 77019",29.74793,-95.41551,AREA OF MINIMAL FLOOD HAZARD,X
115,"2307 WELCH ST HOUSTON, Texas 77019",29.74797,-95.41531,AREA OF MINIMAL FLOOD HAZARD,X
116,"1805 TAFT ST HOUSTON, Texas 77019",29.75246,-95.38556,AREA OF MINIMAL FLOOD HAZARD,X
117,"3607 ALPHA ST HOUSTON, Texas 77019",29.7564,-95.40671,AREA OF MINIMAL FLOOD HAZARD,X
118,"1105 GROSS ST HOUSTON, Texas 77019",29.75625,-95.40627,AREA OF MINIMAL FLOOD HAZARD,X
119,"1115 GROSS ST HOUSTON, Texas 77019",29.7559,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
120,"1117 GROSS ST HOUSTON, Texas 77019",29.75583,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
121,"1203 GROSS ST HOUSTON, Texas 77019",29.75563,-95.40625,AREA OF MINIMAL FLOOD HAZARD,X
122,"1202 GROSS ST HOUSTON, Texas 77019",29.75568,-95.40655,AREA OF MINIMAL FLOOD HAZARD,X
123,"3711 NEWHOUSE ST HOUSTON, Texas 77019",29.75568,-95.40692,AREA OF MINIMAL FLOOD HAZARD,X
124,"3715 NEWHOUSE ST HOUSTON, Texas 77019",29.75564,-95.40707,AREA OF MINIMAL FLOOD HAZARD,X
125,"3719 NEWHOUSE ST HOUSTON, Texas 77019",29.75564,-95.40723,AREA OF MINIMAL FLOOD HAZARD,X
126,"3803 NEWHOUSE ST HOUSTON, Texas 77019",29.75564,-95.40738,AREA OF MINIMAL FLOOD HAZARD,X
127,"3807 NEWHOUSE ST HOUSTON, Texas 77019",29.75563,-95.40755,AREA OF MINIMAL FLOOD HAZARD,X
128,"1205 GROSS ST HOUSTON, Texas 77019",29.75557,-95.40625,AREA OF MINIMAL FLOOD HAZARD,X
129,"1111 GROSS ST HOUSTON, Texas 77019",29.75604,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
130,"1113 GROSS ST HOUSTON, Texas 77019",29.75597,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
131,"1107 GROSS ST HOUSTON, Texas 77019",29.75619,-95.40627,AREA OF MINIMAL FLOOD HAZARD,X
132,"1109 GROSS ST HOUSTON, Texas 77019",29.75611,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
133,"1119 GROSS ST HOUSTON, Texas 77019",29.75576,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
134,"1201 GROSS ST HOUSTON, Texas 77019",29.7557,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
135,"1101 GROSS ST HOUSTON, Texas 77019",29.75639,-95.40626,AREA OF MINIMAL FLOOD HAZARD,X
136,"1103 GROSS ST HOUSTON, Texas 77019",29.75632,-95.40627,AREA OF MINIMAL FLOOD HAZARD,X
137,"3805 NEWHOUSE ST HOUSTON, Texas 77019",29.75567,-95.40748,AREA OF MINIMAL FLOOD HAZARD,X
138,"3713 NEWHOUSE ST HOUSTON, Texas 77019",29.75564,-95.40699,AREA OF MINIMAL FLOOD HAZARD,X
139,"3717 NEWHOUSE ST HOUSTON, Texas 77019",29.75564,-95.40715,AREA OF MINIMAL FLOOD HAZARD,X
140,"3721 NEWHOUSE ST HOUSTON, Texas 77019",29.75564,-95.40731,AREA OF MINIMAL FLOOD HAZARD,X
141,"3705 NEW HOUSE ST HOUSTON, Texas 77019",29.7556951,-95.4066771,AREA OF MINIMAL FLOOD HAZARD,X
142,"2501 PARK ST HOUSTON, Texas 77019",29.7436,-95.40274,AREA OF MINIMAL FLOOD HAZARD,X
143,"2503 PARK ST HOUSTON, Texas 77019",29.74346,-95.40266,AREA OF MINIMAL FLOOD HAZARD,X
144,"2505 PARK ST HOUSTON, Texas 77019",29.74335,-95.40271,AREA OF MINIMAL FLOOD HAZARD,X
145,"2509 PARK ST HOUSTON, Texas 77019",29.74318,-95.40265,AREA OF MINIMAL FLOOD HAZARD,X
146,"1919 MISSOURI ST HOUSTON, Texas 77019",29.7436,-95.40259,AREA OF MINIMAL FLOOD HAZARD,X
147,"2504 PARK ST UNIT A HOUSTON, Texas 77019",29.74349,-95.40316,AREA OF MINIMAL FLOOD HAZARD,X
148,"2504 PARK ST HOUSTON, Texas 77019",29.74349,-95.40316,AREA OF MINIMAL FLOOD HAZARD,X
149,"2428 PARK ST HOUSTON, Texas 77019",29.74374,-95.40316,AREA OF MINIMAL FLOOD HAZARD,X
150,"2410 PARK ST HOUSTON, Texas 77019",29.74417,-95.40316,AREA OF MINIMAL FLOOD HAZARD,X
151,"2402 PARK ST HOUSTON, Texas 77019",29.74458,-95.40317,AREA OF MINIMAL FLOOD HAZARD,X
152,"2407 PARK ST HOUSTON, Texas 77019",29.74445,-95.40267,AREA OF MINIMAL FLOOD HAZARD,X
153,"2411 PARK ST HOUSTON, Texas 77019",29.74432,-95.40266,AREA OF MINIMAL FLOOD HAZARD,X
154,"2415 PARK ST HOUSTON, Texas 77019",29.74418,-95.40267,AREA OF MINIMAL FLOOD HAZARD,X
155,"2417 PARK ST HOUSTON, Texas 77019",29.74401,-95.40266,AREA OF MINIMAL FLOOD HAZARD,X
156,"2413 PARK ST HOUSTON, Texas 77019",29.74408,-95.40266,AREA OF MINIMAL FLOOD HAZARD,X
157,"2309 PARK ST HOUSTON, Texas 77019",29.7453,-95.40268,AREA OF MINIMAL FLOOD HAZARD,X
158,"2206 PARK ST HOUSTON, Texas 77019",29.74601,-95.4032,AREA OF MINIMAL FLOOD HAZARD,X
159,"2210 PARK ST HOUSTON, Texas 77019",29.74586,-95.40319,AREA OF MINIMAL FLOOD HAZARD,X
160,"2205 PARK ST HOUSTON, Texas 77019",29.74615,-95.40269,AREA OF MINIMAL FLOOD HAZARD,X
161,"1339 W CLAY ST A HOUSTON, Texas 77019",29.75512,-95.39748,AREA OF MINIMAL FLOOD HAZARD,X
162,"1339 W CLAY ST B HOUSTON, Texas 77019",29.75512,-95.39748,AREA OF MINIMAL FLOOD HAZARD,X
163,"1325 W CLAY ST HOUSTON, Texas 77019",29.75521,-95.397,AREA OF MINIMAL FLOOD HAZARD,X
164,"1325 W CLAY ST HOUSTON, Texas 77019",29.75521,-95.397,AREA OF MINIMAL FLOOD HAZARD,X
165,"1325 W CLAY ST HOUSTON, Texas 77019",29.75521,-95.397,AREA OF MINIMAL FLOOD HAZARD,X
166,"1325 W CLAY ST HOUSTON, Texas 77019",29.75521,-95.397,AREA OF MINIMAL FLOOD HAZARD,X
167,"1325 W CLAY ST HOUSTON, Texas 77019",29.75521,-95.397,AREA OF MINIMAL FLOOD HAZARD,X
168,"1325 W CLAY ST HOUSTON, Texas 77019",29.75521,-95.397,AREA OF MINIMAL FLOOD HAZARD,X
169,"2505 ELMEN ST HOUSTON, Texas 77019",29.74359,-95.40349,AREA OF MINIMAL FLOOD HAZARD,X
170,"2509 ELMEN ST HOUSTON, Texas 77019",29.74345,-95.40349,AREA OF MINIMAL FLOOD HAZARD,X
171,"2507 WOODHEAD ST HOUSTON, Texas 77019",29.74344,-95.40434,AREA OF MINIMAL FLOOD HAZARD,X
172,"2519 WOODHEAD ST HOUSTON, Texas 77019",29.7433,-95.40434,AREA OF MINIMAL FLOOD HAZARD,X
173,"2514 ELMEN ST HOUSTON, Texas 77019",29.74331,-95.40402,AREA OF MINIMAL FLOOD HAZARD,X
174,"2504 ELMEN ST HOUSTON, Texas 77019",29.74358,-95.40403,AREA OF MINIMAL FLOOD HAZARD,X
175,"1937 MISSOURI ST HOUSTON, Texas 77019",29.74357,-95.40512,AREA OF MINIMAL FLOOD HAZARD,X
176,"2511 MORSE ST HOUSTON, Texas 77019",29.74329,-95.4052,AREA OF MINIMAL FLOOD HAZARD,X
177,"2502 WOODHEAD ST HOUSTON, Texas 77019",29.74357,-95.40488,AREA OF MINIMAL FLOOD HAZARD,X
178,"1939 MISSOURI ST HOUSTON, Texas 77019",29.74357,-95.40527,AREA OF MINIMAL FLOOD HAZARD,X
179,"2418 MORSE ST HOUSTON, Texas 77019",29.744,-95.40573,AREA OF MINIMAL FLOOD HAZARD,X
180,"2401 MORSE ST HOUSTON, Texas 77019",29.74456,-95.40521,AREA OF MINIMAL FLOOD HAZARD,X
181,"2415 MORSE ST HOUSTON, Texas 77019",29.74415,-95.4052,AREA OF MINIMAL FLOOD HAZARD,X
182,"2417 MORSE ST HOUSTON, Texas 77019",29.74404,-95.4052,AREA OF MINIMAL FLOOD HAZARD,X
183,"1948 MISSOURI ST HOUSTON, Texas 77019",29.74388,-95.40525,AREA OF MINIMAL FLOOD HAZARD,X
184,"2422 WOODHEAD ST HOUSTON, Texas 77019",29.74387,-95.40488,AREA OF MINIMAL FLOOD HAZARD,X
185,"1946 MISSOURI ST HOUSTON, Texas 77019",29.74387,-95.40508,AREA OF MINIMAL FLOOD HAZARD,X
186,"2419 MORSE ST HOUSTON, Texas 77019",29.74398,-95.4052,AREA OF MINIMAL FLOOD HAZARD,X
187,"2407 MORSE ST HOUSTON, Texas 77019",29.74439,-95.4052,AREA OF MINIMAL FLOOD HAZARD,X
188,"2405 MORSE ST HOUSTON, Texas 77019",29.74446,-95.4052,AREA OF MINIMAL FLOOD HAZARD,X
189,"1925 FAIRVIEW ST HOUSTON, Texas 77019",29.74458,-95.40425,AREA OF MINIMAL FLOOD HAZARD,X
190,"2415 WOODHEAD ST HOUSTON, Texas 77019",29.74416,-95.40435,AREA OF MINIMAL FLOOD HAZARD,X
191,"2424 ELMEN ST HOUSTON, Texas 77019",29.74388,-95.40403,AREA OF MINIMAL FLOOD HAZARD,X
192,"2406 ELMEN ST HOUSTON, Texas 77019",29.7443,-95.40404,AREA OF MINIMAL FLOOD HAZARD,X
193,"2404 ELMEN ST HOUSTON, Texas 77019",29.74443,-95.40404,AREA OF MINIMAL FLOOD HAZARD,X
194,"2402 ELMEN ST HOUSTON, Texas 77019",29.74457,-95.40404,AREA OF MINIMAL FLOOD HAZARD,X
195,"1925 FAIRVIEW ST B HOUSTON, Texas 77019",29.74458,-95.40425,AREA OF MINIMAL FLOOD HAZARD,X
196,"1925 FAIRVIEW ST A HOUSTON, Texas 77019",29.74458,-95.40425,AREA OF MINIMAL FLOOD HAZARD,X
197,"2401 ELMEN ST HOUSTON, Texas 77019",29.74458,-95.40351,AREA OF MINIMAL FLOOD HAZARD,X
198,"2405 ELMEN ST HOUSTON, Texas 77019",29.74444,-95.40351,AREA OF MINIMAL FLOOD HAZARD,X
199,"2411 ELMEN ST HOUSTON, Texas 77019",29.7443,-95.40351,AREA OF MINIMAL FLOOD HAZARD,X
200,"2415 ELMEN ST HOUSTON, Texas 77019",29.74417,-95.4035,AREA OF MINIMAL FLOOD HAZARD,X
201,"2417 ELMEN ST HOUSTON, Texas 77019",29.74403,-95.4035,AREA OF MINIMAL FLOOD HAZARD,X
202,"2423 ELMEN ST HOUSTON, Texas 77019",29.74389,-95.4035,AREA OF MINIMAL FLOOD HAZARD,X
203,"2503 ELMEN ST HOUSTON, Texas 77019",29.7437,-95.4035,AREA OF MINIMAL FLOOD HAZARD,X
204,"2501 ELMEN ST HOUSTON, Texas 77019",29.74378,-95.4035,AREA OF MINIMAL FLOOD HAZARD,X
205,"2309 ELMEN ST HOUSTON, Texas 77019",29.74543,-95.40352,AREA OF MINIMAL FLOOD HAZARD,X
206,"2313 ELMEN ST HOUSTON, Texas 77019",29.7453,-95.40352,AREA OF MINIMAL FLOOD HAZARD,X
207,"2315 ELMEN ST HOUSTON, Texas 77019",29.74515,-95.40351,AREA OF MINIMAL FLOOD HAZARD,X
208,"2317 ELMEN ST HOUSTON, Texas 77019",29.74502,-95.40351,AREA OF MINIMAL FLOOD HAZARD,X
209,"2203 WOODHEAD ST HOUSTON, Texas 77019",29.74586,-95.40438,AREA OF MINIMAL FLOOD HAZARD,X
210,"2215 WOODHEAD ST HOUSTON, Texas 77019",29.74571,-95.40438,AREA OF MINIMAL FLOOD HAZARD,X
211,"2217 WOODHEAD ST HOUSTON, Texas 77019",29.74556,-95.40437,AREA OF MINIMAL FLOOD HAZARD,X
212,"2315 WOODHEAD ST HOUSTON, Texas 77019",29.74506,-95.40436,AREA OF MINIMAL FLOOD HAZARD,X
213,"2322 ELMEN ST HOUSTON, Texas 77019",29.74487,-95.40405,AREA OF MINIMAL FLOOD HAZARD,X
214,"2318 ELMEN ST HOUSTON, Texas 77019",29.74501,-95.40405,AREA OF MINIMAL FLOOD HAZARD,X
215,"2314 ELMEN ST HOUSTON, Texas 77019",29.74515,-95.40405,AREA OF MINIMAL FLOOD HAZARD,X
216,"2310 ELMEN ST HOUSTON, Texas 77019",29.74529,-95.40406,AREA OF MINIMAL FLOOD HAZARD,X
217,"2308 ELMEN ST HOUSTON, Texas 77019",29.74542,-95.40406,AREA OF MINIMAL FLOOD HAZARD,X
218,"2304 ELMEN ST HOUSTON, Texas 77019",29.74555,-95.404,AREA OF MINIMAL FLOOD HAZARD,X
219,"2214 ELMEN ST HOUSTON, Texas 77019",29.74575,-95.40402,AREA OF MINIMAL FLOOD HAZARD,X
220,"2212 ELMEN ST HOUSTON, Texas 77019",29.74587,-95.40406,AREA OF MINIMAL FLOOD HAZARD,X
221,"2217 MORSE ST HOUSTON, Texas 77019",29.74571,-95.40528,AREA OF MINIMAL FLOOD HAZARD,X
222,"2221 MORSE ST HOUSTON, Texas 77019",29.74556,-95.40528,AREA OF MINIMAL FLOOD HAZARD,X
