,Address,Latitude,Longitude,Flood Description,Flood Zone
16,"2908 SAINT ST HOUSTON, Texas 77027",29.73912,-95.43569,AREA OF MINIMAL FLOOD HAZARD,X
17,"2912 SAINT ST HOUSTON, Texas 77027",29.7391,-95.43582,AREA OF MINIMAL FLOOD HAZARD,X
18,"2932 SAINT ST HOUSTON, Texas 77027",29.73894,-95.43584,AREA OF MINIMAL FLOOD HAZARD,X
19,"2968 SAINT ST HOUSTON, Texas 77027",29.73874,-95.43537,AREA OF MINIMAL FLOOD HAZARD,X
20,"2964 SAINT ST HOUSTON, Texas 77027",29.73874,-95.43549,AREA OF MINIMAL FLOOD HAZARD,X
21,"2928 SAINT ST HOUSTON, Texas 77027",29.73888,-95.4356,AREA OF MINIMAL FLOOD HAZARD,X
22,"2944 SAINT ST HOUSTON, Texas 77027",29.73849,-95.43582,AREA OF MINIMAL FLOOD HAZARD,X
23,"2920 SAINT ST HOUSTON, Texas 77027",29.73887,-95.43537,AREA OF MINIMAL FLOOD HAZARD,X
24,"2960 SAINT ST HOUSTON, Texas 77027",29.73874,-95.43559,AREA OF MINIMAL FLOOD HAZARD,X
25,"2936 SAINT ST HOUSTON, Texas 77027",29.73879,-95.43583,AREA OF MINIMAL FLOOD HAZARD,X
26,"2956 SAINT ST HOUSTON, Texas 77027",29.73849,-95.43536,AREA OF MINIMAL FLOOD HAZARD,X
27,"2940 SAINT ST HOUSTON, Texas 77027",29.73866,-95.43583,AREA OF MINIMAL FLOOD HAZARD,X
28,"2924 SAINT ST HOUSTON, Texas 77027",29.73887,-95.43549,AREA OF MINIMAL FLOOD HAZARD,X
29,"3952 W ALABAMA ST HOUSTON, Texas 77027",29.73845,-95.4448,AREA OF MINIMAL FLOOD HAZARD,X
30,"3956 W ALABAMA ST HOUSTON, Texas 77027",29.73854,-95.44486,AREA OF MINIMAL FLOOD HAZARD,X
31,"3954 W ALABAMA ST HOUSTON, Texas 77027",29.73868,-95.44479,AREA OF MINIMAL FLOOD HAZARD,X
32,"3958 W ALABAMA ST HOUSTON, Texas 77027",29.73881,-95.44479,AREA OF MINIMAL FLOOD HAZARD,X
33,"3960 W ALABAMA ST HOUSTON, Texas 77027",29.73894,-95.44479,AREA OF MINIMAL FLOOD HAZARD,X
34,"10 S BRIAR HOLLOW LN 1 HOUSTON, Texas 77027",29.7519,-95.45062,AREA OF MINIMAL FLOOD HAZARD,X
35,"10 S BRIAR HOLLOW LN 2 HOUSTON, Texas 77027",29.7519,-95.45062,AREA OF MINIMAL FLOOD HAZARD,X
36,"2 S BRIAR HOLLOW LN 3 HOUSTON, Texas 77027",29.75143,-95.44892,AREA OF MINIMAL FLOOD HAZARD,X
37,"31 E BRIAR HOLLOW LN HOUSTON, Texas 77027",29.75196,-95.44887,AREA OF MINIMAL FLOOD HAZARD,X
38,"11 E BRIAR HOLLOW LN HOUSTON, Texas 77027",29.75166,-95.44886,AREA OF MINIMAL FLOOD HAZARD,X
39,"19 E BRIAR HOLLOW LN HOUSTON, Texas 77027",29.75287,-95.44877,,AE
40,"6 S BRIAR HOLLOW LN HOUSTON, Texas 77027",29.75138,-95.44946,AREA OF MINIMAL FLOOD HAZARD,X
41,"10 S BRIAR HOLLOW LN 8 HOUSTON, Texas 77027",29.7519,-95.45062,AREA OF MINIMAL FLOOD HAZARD,X
42,"2 S BRIAR HOLLOW LN 6 HOUSTON, Texas 77027",29.75143,-95.44892,AREA OF MINIMAL FLOOD HAZARD,X
43,"2 S BRIAR HOLLOW LN 4 HOUSTON, Texas 77027",29.75143,-95.44892,AREA OF MINIMAL FLOOD HAZARD,X
44,"2 S BRIAR HOLLOW LN 1 HOUSTON, Texas 77027",29.75143,-95.44892,AREA OF MINIMAL FLOOD HAZARD,X
45,"15 E BRIAR HOLLOW LN HOUSTON, Texas 77027",29.75165,-95.44905,AREA OF MINIMAL FLOOD HAZARD,X
46,"27 E BRIAR HOLLOW LN HOUSTON, Texas 77027",29.752,-95.44902,AREA OF MINIMAL FLOOD HAZARD,X
47,"2 S BRIAR HOLLOW LN 2 HOUSTON, Texas 77027",29.75143,-95.44892,AREA OF MINIMAL FLOOD HAZARD,X
48,"2 S BRIAR HOLLOW LN 5 HOUSTON, Texas 77027",29.75143,-95.44892,AREA OF MINIMAL FLOOD HAZARD,X
49,"4632 IVANHOE ST HOUSTON, Texas 77027",29.73991,-95.45536,AREA OF MINIMAL FLOOD HAZARD,X
50,"4640 IVANHOE ST HOUSTON, Texas 77027",29.73988,-95.45573,AREA OF MINIMAL FLOOD HAZARD,X
51,"4608 IVANHOE ST HOUSTON, Texas 77027",29.73988,-95.45403,AREA OF MINIMAL FLOOD HAZARD,X
52,"4602 IVANHOE ST HOUSTON, Texas 77027",29.73992,-95.4537,AREA OF MINIMAL FLOOD HAZARD,X
53,"4618 IVANHOE ST HOUSTON, Texas 77027",29.73987,-95.45462,AREA OF MINIMAL FLOOD HAZARD,X
54,"4614 IVANHOE ST HOUSTON, Texas 77027",29.73991,-95.45432,AREA OF MINIMAL FLOOD HAZARD,X
55,"3114 VOSSDALE RD HOUSTON, Texas 77027",29.73458,-95.45812,AREA OF MINIMAL FLOOD HAZARD,X
56,"3112 VOSSDALE RD HOUSTON, Texas 77027",29.73467,-95.45811,AREA OF MINIMAL FLOOD HAZARD,X
57,"3110 VOSSDALE RD HOUSTON, Texas 77027",29.73476,-95.4581,AREA OF MINIMAL FLOOD HAZARD,X
58,"3108 VOSSDALE RD HOUSTON, Texas 77027",29.73485,-95.45809,AREA OF MINIMAL FLOOD HAZARD,X
59,"3106 VOSSDALE RD HOUSTON, Texas 77027",29.73495,-95.45809,AREA OF MINIMAL FLOOD HAZARD,X
60,"3104 VOSSDALE RD HOUSTON, Texas 77027",29.73503,-95.45808,AREA OF MINIMAL FLOOD HAZARD,X
61,"3102 VOSSDALE RD HOUSTON, Texas 77027",29.73514,-95.45807,AREA OF MINIMAL FLOOD HAZARD,X
62,"2705 SAINT ST HOUSTON, Texas 77027",29.7404,-95.435,AREA OF MINIMAL FLOOD HAZARD,X
63,"2813 SAINT ST HOUSTON, Texas 77027",29.73929,-95.43498,AREA OF MINIMAL FLOOD HAZARD,X
64,"2825 SAINT ST HOUSTON, Texas 77027",29.73902,-95.43498,AREA OF MINIMAL FLOOD HAZARD,X
65,"3468 MEADOW LAKE LN HOUSTON, Texas 77027",29.74723,-95.43287,AREA OF MINIMAL FLOOD HAZARD,X
66,"3460 MEADOW LAKE LN HOUSTON, Texas 77027",29.74726,-95.43258,AREA OF MINIMAL FLOOD HAZARD,X
67,"3452 MEADOW LAKE LN HOUSTON, Texas 77027",29.7473,-95.43226,AREA OF MINIMAL FLOOD HAZARD,X
68,"3444 MEADOW LAKE LN HOUSTON, Texas 77027",29.74733,-95.43194,AREA OF MINIMAL FLOOD HAZARD,X
69,"3436 MEADOW LAKE LN HOUSTON, Texas 77027",29.74735,-95.43161,AREA OF MINIMAL FLOOD HAZARD,X
70,"3428 MEADOW LAKE LN HOUSTON, Texas 77027",29.74738,-95.43129,AREA OF MINIMAL FLOOD HAZARD,X
71,"3420 MEADOW LAKE LN HOUSTON, Texas 77027",29.7474,-95.43098,AREA OF MINIMAL FLOOD HAZARD,X
72,"3412 MEADOW LAKE LN HOUSTON, Texas 77027",29.74742,-95.43065,AREA OF MINIMAL FLOOD HAZARD,X
73,"3404 MEADOW LAKE LN HOUSTON, Texas 77027",29.74744,-95.43033,AREA OF MINIMAL FLOOD HAZARD,X
74,"3459 MEADOW LAKE LN HOUSTON, Texas 77027",29.74669,-95.43285,AREA OF MINIMAL FLOOD HAZARD,X
75,"3457 MEADOW LAKE LN HOUSTON, Texas 77027",29.74673,-95.43253,AREA OF MINIMAL FLOOD HAZARD,X
76,"3453 MEADOW LAKE LN HOUSTON, Texas 77027",29.74677,-95.4322,AREA OF MINIMAL FLOOD HAZARD,X
77,"3443 MEADOW LAKE LN HOUSTON, Texas 77027",29.74681,-95.4318,AREA OF MINIMAL FLOOD HAZARD,X
78,"3435 MEADOW LAKE LN HOUSTON, Texas 77027",29.74684,-95.4314,AREA OF MINIMAL FLOOD HAZARD,X
79,"3421 MEADOW LAKE LN HOUSTON, Texas 77027",29.74686,-95.43103,AREA OF MINIMAL FLOOD HAZARD,X
80,"3415 MEADOW LAKE LN HOUSTON, Texas 77027",29.74687,-95.43067,AREA OF MINIMAL FLOOD HAZARD,X
81,"3405 MEADOW LAKE LN HOUSTON, Texas 77027",29.74688,-95.43032,AREA OF MINIMAL FLOOD HAZARD,X
82,"3404 PIPING ROCK LN HOUSTON, Texas 77027",29.74647,-95.43031,AREA OF MINIMAL FLOOD HAZARD,X
83,"3412 PIPING ROCK LN HOUSTON, Texas 77027",29.74646,-95.43063,AREA OF MINIMAL FLOOD HAZARD,X
84,"3420 PIPING ROCK LN HOUSTON, Texas 77027",29.74645,-95.43096,AREA OF MINIMAL FLOOD HAZARD,X
85,"3428 PIPING ROCK LN HOUSTON, Texas 77027",29.74643,-95.43129,AREA OF MINIMAL FLOOD HAZARD,X
86,"3436 PIPING ROCK LN HOUSTON, Texas 77027",29.74641,-95.43161,AREA OF MINIMAL FLOOD HAZARD,X
87,"3444 PIPING ROCK LN HOUSTON, Texas 77027",29.74638,-95.43193,AREA OF MINIMAL FLOOD HAZARD,X
88,"3452 PIPING ROCK LN HOUSTON, Texas 77027",29.74635,-95.43226,AREA OF MINIMAL FLOOD HAZARD,X
89,"3460 PIPING ROCK LN HOUSTON, Texas 77027",29.74631,-95.43256,AREA OF MINIMAL FLOOD HAZARD,X
90,"3468 PIPING ROCK LN HOUSTON, Texas 77027",29.74627,-95.43286,AREA OF MINIMAL FLOOD HAZARD,X
91,"3461 PIPING ROCK LN HOUSTON, Texas 77027",29.74577,-95.43245,AREA OF MINIMAL FLOOD HAZARD,X
92,"3451 PIPING ROCK LN HOUSTON, Texas 77027",29.74582,-95.43204,AREA OF MINIMAL FLOOD HAZARD,X
93,"3439 PIPING ROCK LN HOUSTON, Texas 77027",29.74585,-95.43172,AREA OF MINIMAL FLOOD HAZARD,X
94,"3435 PIPING ROCK LN HOUSTON, Texas 77027",29.74588,-95.43132,AREA OF MINIMAL FLOOD HAZARD,X
95,"3421 PIPING ROCK LN HOUSTON, Texas 77027",29.7459,-95.43094,AREA OF MINIMAL FLOOD HAZARD,X
96,"3413 PIPING ROCK LN HOUSTON, Texas 77027",29.74591,-95.43062,AREA OF MINIMAL FLOOD HAZARD,X
97,"3405 PIPING ROCK LN HOUSTON, Texas 77027",29.74592,-95.43031,AREA OF MINIMAL FLOOD HAZARD,X
98,"3402 ELLA LEE LN HOUSTON, Texas 77027",29.74551,-95.43027,AREA OF MINIMAL FLOOD HAZARD,X
99,"3408 ELLA LEE LN HOUSTON, Texas 77027",29.7455,-95.43056,AREA OF MINIMAL FLOOD HAZARD,X
100,"3416 ELLA LEE LN HOUSTON, Texas 77027",29.74549,-95.43089,AREA OF MINIMAL FLOOD HAZARD,X
101,"3424 ELLA LEE LN HOUSTON, Texas 77027",29.74547,-95.43116,AREA OF MINIMAL FLOOD HAZARD,X
102,"3434 ELLA LEE LN HOUSTON, Texas 77027",29.74546,-95.43144,AREA OF MINIMAL FLOOD HAZARD,X
103,"3440 ELLA LEE LN HOUSTON, Texas 77027",29.74543,-95.43176,AREA OF MINIMAL FLOOD HAZARD,X
104,"3448 ELLA LEE LN HOUSTON, Texas 77027",29.7454,-95.43204,AREA OF MINIMAL FLOOD HAZARD,X
105,"3452 ELLA LEE LN HOUSTON, Texas 77027",29.74537,-95.43229,AREA OF MINIMAL FLOOD HAZARD,X
106,"3460 ELLA LEE LN HOUSTON, Texas 77027",29.74534,-95.43254,AREA OF MINIMAL FLOOD HAZARD,X
107,"3466 ELLA LEE LN HOUSTON, Texas 77027",29.74532,-95.4328,AREA OF MINIMAL FLOOD HAZARD,X
108,"3469 PIPING ROCK LN HOUSTON, Texas 77027",29.74572,-95.43285,AREA OF MINIMAL FLOOD HAZARD,X
109,"3467 ELLA LEE LN HOUSTON, Texas 77027",29.74474,-95.43281,AREA OF MINIMAL FLOOD HAZARD,X
110,"3459 ELLA LEE LN HOUSTON, Texas 77027",29.74478,-95.43246,AREA OF MINIMAL FLOOD HAZARD,X
111,"3455 ELLA LEE LN HOUSTON, Texas 77027",29.74482,-95.43214,AREA OF MINIMAL FLOOD HAZARD,X
112,"3443 ELLA LEE LN HOUSTON, Texas 77027",29.74485,-95.4318,AREA OF MINIMAL FLOOD HAZARD,X
113,"3429 ELLA LEE LN HOUSTON, Texas 77027",29.7449,-95.43125,AREA OF MINIMAL FLOOD HAZARD,X
114,"3423 ELLA LEE LN HOUSTON, Texas 77027",29.74491,-95.43101,AREA OF MINIMAL FLOOD HAZARD,X
115,"3417 ELLA LEE LN HOUSTON, Texas 77027",29.74492,-95.43076,AREA OF MINIMAL FLOOD HAZARD,X
116,"3403 ELLA LEE LN HOUSTON, Texas 77027",29.74493,-95.43026,AREA OF MINIMAL FLOOD HAZARD,X
117,"3402 OVERBROOK LN HOUSTON, Texas 77027",29.74454,-95.43025,AREA OF MINIMAL FLOOD HAZARD,X
118,"3408 OVERBROOK LN HOUSTON, Texas 77027",29.74454,-95.43047,AREA OF MINIMAL FLOOD HAZARD,X
119,"3414 OVERBROOK LN HOUSTON, Texas 77027",29.74454,-95.4307,AREA OF MINIMAL FLOOD HAZARD,X
120,"3420 OVERBROOK LN HOUSTON, Texas 77027",29.74453,-95.43092,AREA OF MINIMAL FLOOD HAZARD,X
121,"3436 OVERBROOK LN HOUSTON, Texas 77027",29.74449,-95.43159,AREA OF MINIMAL FLOOD HAZARD,X
122,"3442 OVERBROOK LN HOUSTON, Texas 77027",29.74447,-95.43181,AREA OF MINIMAL FLOOD HAZARD,X
123,"3448 OVERBROOK LN HOUSTON, Texas 77027",29.74446,-95.43204,AREA OF MINIMAL FLOOD HAZARD,X
124,"3452 OVERBROOK LN HOUSTON, Texas 77027",29.74443,-95.43227,AREA OF MINIMAL FLOOD HAZARD,X
125,"3458 OVERBROOK LN HOUSTON, Texas 77027",29.74441,-95.43249,AREA OF MINIMAL FLOOD HAZARD,X
126,"3464 OVERBROOK LN HOUSTON, Texas 77027",29.74438,-95.43269,AREA OF MINIMAL FLOOD HAZARD,X
127,"3470 OVERBROOK LN HOUSTON, Texas 77027",29.74435,-95.43291,AREA OF MINIMAL FLOOD HAZARD,X
128,"3465 OVERBROOK LN HOUSTON, Texas 77027",29.74387,-95.43279,AREA OF MINIMAL FLOOD HAZARD,X
129,"3459 OVERBROOK LN HOUSTON, Texas 77027",29.74392,-95.43245,AREA OF MINIMAL FLOOD HAZARD,X
130,"3455 OVERBROOK LN HOUSTON, Texas 77027",29.74394,-95.43221,AREA OF MINIMAL FLOOD HAZARD,X
131,"3449 OVERBROOK LN HOUSTON, Texas 77027",29.74396,-95.432,AREA OF MINIMAL FLOOD HAZARD,X
132,"3443 OVERBROOK LN HOUSTON, Texas 77027",29.74398,-95.43179,AREA OF MINIMAL FLOOD HAZARD,X
133,"3437 OVERBROOK LN HOUSTON, Texas 77027",29.74399,-95.43156,AREA OF MINIMAL FLOOD HAZARD,X
134,"3431 OVERBROOK LN HOUSTON, Texas 77027",29.74401,-95.43135,AREA OF MINIMAL FLOOD HAZARD,X
135,"3425 OVERBROOK LN HOUSTON, Texas 77027",29.74402,-95.43113,AREA OF MINIMAL FLOOD HAZARD,X
136,"3421 OVERBROOK LN HOUSTON, Texas 77027",29.74403,-95.43091,AREA OF MINIMAL FLOOD HAZARD,X
137,"3415 OVERBROOK LN HOUSTON, Texas 77027",29.74403,-95.43069,AREA OF MINIMAL FLOOD HAZARD,X
138,"3409 OVERBROOK LN HOUSTON, Texas 77027",29.74404,-95.43047,AREA OF MINIMAL FLOOD HAZARD,X
139,"3403 OVERBROOK LN HOUSTON, Texas 77027",29.74403,-95.43024,AREA OF MINIMAL FLOOD HAZARD,X
140,"3402 WICKERSHAM LN HOUSTON, Texas 77027",29.74368,-95.43029,AREA OF MINIMAL FLOOD HAZARD,X
141,"3412 WICKERSHAM LN HOUSTON, Texas 77027",29.74368,-95.4306,AREA OF MINIMAL FLOOD HAZARD,X
142,"3418 WICKERSHAM LN HOUSTON, Texas 77027",29.74367,-95.43085,AREA OF MINIMAL FLOOD HAZARD,X
143,"3424 WICKERSHAM LN HOUSTON, Texas 77027",29.74366,-95.43106,AREA OF MINIMAL FLOOD HAZARD,X
144,"3434 WICKERSHAM LN HOUSTON, Texas 77027",29.74364,-95.43148,AREA OF MINIMAL FLOOD HAZARD,X
145,"3440 WICKERSHAM LN HOUSTON, Texas 77027",29.74363,-95.43168,AREA OF MINIMAL FLOOD HAZARD,X
146,"3444 WICKERSHAM LN HOUSTON, Texas 77027",29.74362,-95.4319,AREA OF MINIMAL FLOOD HAZARD,X
147,"3450 WICKERSHAM LN HOUSTON, Texas 77027",29.7436,-95.43211,AREA OF MINIMAL FLOOD HAZARD,X
148,"3454 WICKERSHAM LN HOUSTON, Texas 77027",29.74358,-95.4323,AREA OF MINIMAL FLOOD HAZARD,X
149,"3460 WICKERSHAM LN HOUSTON, Texas 77027",29.74356,-95.43253,AREA OF MINIMAL FLOOD HAZARD,X
150,"3464 WICKERSHAM LN HOUSTON, Texas 77027",29.74353,-95.43273,AREA OF MINIMAL FLOOD HAZARD,X
151,"3470 WICKERSHAM LN HOUSTON, Texas 77027",29.74351,-95.43291,AREA OF MINIMAL FLOOD HAZARD,X
152,"3428 WICKERSHAM LN HOUSTON, Texas 77027",29.74366,-95.43127,AREA OF MINIMAL FLOOD HAZARD,X
153,"3471 WICKERSHAM LN HOUSTON, Texas 77027",29.74302,-95.43291,AREA OF MINIMAL FLOOD HAZARD,X
154,"3465 WICKERSHAM LN HOUSTON, Texas 77027",29.74305,-95.43269,AREA OF MINIMAL FLOOD HAZARD,X
155,"3461 WICKERSHAM LN HOUSTON, Texas 77027",29.74308,-95.43249,AREA OF MINIMAL FLOOD HAZARD,X
156,"3455 WICKERSHAM LN HOUSTON, Texas 77027",29.7431,-95.43228,AREA OF MINIMAL FLOOD HAZARD,X
157,"3451 WICKERSHAM LN HOUSTON, Texas 77027",29.74312,-95.43208,AREA OF MINIMAL FLOOD HAZARD,X
158,"3445 WICKERSHAM LN HOUSTON, Texas 77027",29.74314,-95.43188,AREA OF MINIMAL FLOOD HAZARD,X
159,"3439 WICKERSHAM LN HOUSTON, Texas 77027",29.74315,-95.43167,AREA OF MINIMAL FLOOD HAZARD,X
160,"3435 WICKERSHAM LN HOUSTON, Texas 77027",29.74316,-95.43147,AREA OF MINIMAL FLOOD HAZARD,X
161,"3433 WICKERSHAM LN HOUSTON, Texas 77027",29.74317,-95.43127,AREA OF MINIMAL FLOOD HAZARD,X
162,"3425 WICKERSHAM LN HOUSTON, Texas 77027",29.74318,-95.43107,AREA OF MINIMAL FLOOD HAZARD,X
163,"3419 WICKERSHAM LN HOUSTON, Texas 77027",29.74319,-95.43086,AREA OF MINIMAL FLOOD HAZARD,X
164,"3415 WICKERSHAM LN HOUSTON, Texas 77027",29.74319,-95.43066,AREA OF MINIMAL FLOOD HAZARD,X
165,"3409 WICKERSHAM LN HOUSTON, Texas 77027",29.74319,-95.43045,AREA OF MINIMAL FLOOD HAZARD,X
166,"3403 WICKERSHAM LN HOUSTON, Texas 77027",29.74319,-95.43024,AREA OF MINIMAL FLOOD HAZARD,X
167,"3402 LOCKE LN HOUSTON, Texas 77027",29.74284,-95.43024,AREA OF MINIMAL FLOOD HAZARD,X
168,"3408 LOCKE LN HOUSTON, Texas 77027",29.74284,-95.43046,AREA OF MINIMAL FLOOD HAZARD,X
169,"3412 LOCKE LN HOUSTON, Texas 77027",29.74284,-95.43068,AREA OF MINIMAL FLOOD HAZARD,X
170,"3418 LOCKE LN HOUSTON, Texas 77027",29.74284,-95.43094,AREA OF MINIMAL FLOOD HAZARD,X
171,"3428 LOCKE LN HOUSTON, Texas 77027",29.74283,-95.43123,AREA OF MINIMAL FLOOD HAZARD,X
172,"3434 LOCKE LN HOUSTON, Texas 77027",29.74282,-95.43149,AREA OF MINIMAL FLOOD HAZARD,X
173,"3440 LOCKE LN HOUSTON, Texas 77027",29.7428,-95.43169,AREA OF MINIMAL FLOOD HAZARD,X
174,"3448 LOCKE LN HOUSTON, Texas 77027",29.74278,-95.43201,AREA OF MINIMAL FLOOD HAZARD,X
175,"3454 LOCKE LN HOUSTON, Texas 77027",29.74275,-95.43231,AREA OF MINIMAL FLOOD HAZARD,X
176,"3460 LOCKE LN HOUSTON, Texas 77027",29.74272,-95.43252,AREA OF MINIMAL FLOOD HAZARD,X
177,"3464 LOCKE LN HOUSTON, Texas 77027",29.7427,-95.43272,AREA OF MINIMAL FLOOD HAZARD,X
178,"3470 LOCKE LN HOUSTON, Texas 77027",29.74268,-95.43291,AREA OF MINIMAL FLOOD HAZARD,X
179,"3471 LOCKE LN HOUSTON, Texas 77027",29.74218,-95.43284,AREA OF MINIMAL FLOOD HAZARD,X
180,"3463 LOCKE LN HOUSTON, Texas 77027",29.74223,-95.43257,AREA OF MINIMAL FLOOD HAZARD,X
181,"3457 LOCKE LN HOUSTON, Texas 77027",29.74227,-95.4323,AREA OF MINIMAL FLOOD HAZARD,X
182,"3451 LOCKE LN HOUSTON, Texas 77027",29.7423,-95.43206,AREA OF MINIMAL FLOOD HAZARD,X
183,"3445 LOCKE LN HOUSTON, Texas 77027",29.74231,-95.43185,AREA OF MINIMAL FLOOD HAZARD,X
184,"3439 LOCKE LN HOUSTON, Texas 77027",29.74233,-95.43166,AREA OF MINIMAL FLOOD HAZARD,X
185,"3435 LOCKE LN HOUSTON, Texas 77027",29.74234,-95.43145,AREA OF MINIMAL FLOOD HAZARD,X
186,"3429 LOCKE LN HOUSTON, Texas 77027",29.74234,-95.43125,AREA OF MINIMAL FLOOD HAZARD,X
187,"3423 LOCKE LN HOUSTON, Texas 77027",29.74235,-95.43105,AREA OF MINIMAL FLOOD HAZARD,X
188,"3419 LOCKE LN HOUSTON, Texas 77027",29.74236,-95.43085,AREA OF MINIMAL FLOOD HAZARD,X
189,"3415 LOCKE LN HOUSTON, Texas 77027",29.74236,-95.4306,AREA OF MINIMAL FLOOD HAZARD,X
190,"3403 LOCKE LN HOUSTON, Texas 77027",29.74236,-95.43029,AREA OF MINIMAL FLOOD HAZARD,X
191,"3666 MEADOW LAKE LN HOUSTON, Texas 77027",29.74694,-95.4359,AREA OF MINIMAL FLOOD HAZARD,X
192,"3660 MEADOW LAKE LN HOUSTON, Texas 77027",29.74696,-95.43567,AREA OF MINIMAL FLOOD HAZARD,X
193,"3656 MEADOW LAKE LN HOUSTON, Texas 77027",29.74697,-95.43544,AREA OF MINIMAL FLOOD HAZARD,X
194,"3650 MEADOW LAKE LN HOUSTON, Texas 77027",29.747,-95.4352,AREA OF MINIMAL FLOOD HAZARD,X
195,"3638 MEADOW LAKE LN HOUSTON, Texas 77027",29.74703,-95.43473,AREA OF MINIMAL FLOOD HAZARD,X
196,"3632 MEADOW LAKE LN HOUSTON, Texas 77027",29.74705,-95.43452,AREA OF MINIMAL FLOOD HAZARD,X
197,"3620 MEADOW LAKE LN HOUSTON, Texas 77027",29.74708,-95.43417,AREA OF MINIMAL FLOOD HAZARD,X
198,"3616 MEADOW LAKE LN HOUSTON, Texas 77027",29.74712,-95.43383,AREA OF MINIMAL FLOOD HAZARD,X
199,"3610 MEADOW LAKE LN HOUSTON, Texas 77027",29.74715,-95.4336,AREA OF MINIMAL FLOOD HAZARD,X
200,"3604 MEADOW LAKE LN HOUSTON, Texas 77027",29.74717,-95.43337,AREA OF MINIMAL FLOOD HAZARD,X
201,"3665 MEADOW LAKE LN HOUSTON, Texas 77027",29.74638,-95.4359,AREA OF MINIMAL FLOOD HAZARD,X
202,"3653 MEADOW LAKE LN HOUSTON, Texas 77027",29.7464,-95.43542,AREA OF MINIMAL FLOOD HAZARD,X
203,"3649 MEADOW LAKE LN HOUSTON, Texas 77027",29.74641,-95.43518,AREA OF MINIMAL FLOOD HAZARD,X
204,"3643 MEADOW LAKE LN HOUSTON, Texas 77027",29.74643,-95.43494,AREA OF MINIMAL FLOOD HAZARD,X
205,"3637 MEADOW LAKE LN HOUSTON, Texas 77027",29.74645,-95.43471,AREA OF MINIMAL FLOOD HAZARD,X
206,"3631 MEADOW LAKE LN HOUSTON, Texas 77027",29.74647,-95.43446,AREA OF MINIMAL FLOOD HAZARD,X
207,"3625 MEADOW LAKE LN HOUSTON, Texas 77027",29.74649,-95.43423,AREA OF MINIMAL FLOOD HAZARD,X
208,"3619 MEADOW LAKE LN HOUSTON, Texas 77027",29.74652,-95.43399,AREA OF MINIMAL FLOOD HAZARD,X
209,"3615 MEADOW LAKE LN HOUSTON, Texas 77027",29.74655,-95.43375,AREA OF MINIMAL FLOOD HAZARD,X
210,"3609 MEADOW LAKE LN HOUSTON, Texas 77027",29.74659,-95.43353,AREA OF MINIMAL FLOOD HAZARD,X
211,"3603 MEADOW LAKE LN HOUSTON, Texas 77027",29.74662,-95.43333,AREA OF MINIMAL FLOOD HAZARD,X
212,"3614 PIPING ROCK LN HOUSTON, Texas 77027",29.74614,-95.43373,AREA OF MINIMAL FLOOD HAZARD,X
213,"3620 PIPING ROCK LN HOUSTON, Texas 77027",29.74611,-95.43399,AREA OF MINIMAL FLOOD HAZARD,X
214,"3624 PIPING ROCK LN HOUSTON, Texas 77027",29.74608,-95.43421,AREA OF MINIMAL FLOOD HAZARD,X
215,"3630 PIPING ROCK LN HOUSTON, Texas 77027",29.74606,-95.43443,AREA OF MINIMAL FLOOD HAZARD,X
