,Address,Latitude,Longitude,Flood Description,Flood Zone
44,"106 PIERCE ST Houston, Texas 77002",29.75376,-95.37852,AREA OF MINIMAL FLOOD HAZARD,X
45,"104 PIERCE ST Houston, Texas 77002",29.75383,-95.37852,AREA OF MINIMAL FLOOD HAZARD,X
46,"1114 CHAPMAN ST Houston, Texas 77002",29.77044,-95.35299,AREA OF MINIMAL FLOOD HAZARD,X
47,"2004 BALDWIN ST Houston, Texas 77002",29.75308,-95.37717,AREA OF MINIMAL FLOOD HAZARD,X
48,"2004 BALDWIN ST Houston, Texas 77002",29.75308,-95.37717,AREA OF MINIMAL FLOOD HAZARD,X
49,"1504 ROTHWELL ST Houston, Texas 77002",29.76922,-95.35257,AREA OF MINIMAL FLOOD HAZARD,X
50,"916 CHAPMAN ST Houston, Texas 77002",29.76902,-95.35256,AREA OF MINIMAL FLOOD HAZARD,X
51,"1506 ROTHWELL ST Houston, Texas 77002",29.76926,-95.35242,AREA OF MINIMAL FLOOD HAZARD,X
52,"804 CHELSEA BLVD Houston, Texas 77002",29.72989,-95.38796,AREA OF MINIMAL FLOOD HAZARD,X
53,"800 CHELSEA BLVD 5 Houston, Texas 77002",29.72998,-95.38811,AREA OF MINIMAL FLOOD HAZARD,X
54,"800 CHELSEA BLVD 5 Houston, Texas 77002",29.72998,-95.38811,AREA OF MINIMAL FLOOD HAZARD,X
55,"806 CHELSEA BLVD Houston, Texas 77002",29.72981,-95.38784,AREA OF MINIMAL FLOOD HAZARD,X
56,"5000 TRAVIS ST Houston, Texas 77002",29.72967,-95.38782,AREA OF MINIMAL FLOOD HAZARD,X
57,"810 CHELSEA BLVD Houston, Texas 77002",29.72971,-95.38767,AREA OF MINIMAL FLOOD HAZARD,X
58,"808 CHELSEA BLVD Houston, Texas 77002",29.72976,-95.38776,AREA OF MINIMAL FLOOD HAZARD,X
59,"4918 TRAVIS ST Houston, Texas 77002",29.73023,-95.38737,AREA OF MINIMAL FLOOD HAZARD,X
60,"4914 TRAVIS ST Houston, Texas 77002",29.73035,-95.38728,AREA OF MINIMAL FLOOD HAZARD,X
61,"4916 TRAVIS ST Houston, Texas 77002",29.73029,-95.38732,AREA OF MINIMAL FLOOD HAZARD,X
62,"4920 TRAVIS ST Houston, Texas 77002",29.73018,-95.38741,AREA OF MINIMAL FLOOD HAZARD,X
63,"4830 TRAVIS ST Houston, Texas 77002",29.73074,-95.38685,AREA OF MINIMAL FLOOD HAZARD,X
64,"4822 TRAVIS ST Houston, Texas 77002",29.73089,-95.38685,AREA OF MINIMAL FLOOD HAZARD,X
65,"4826 TRAVIS ST Houston, Texas 77002",29.73084,-95.38689,AREA OF MINIMAL FLOOD HAZARD,X
66,"815 ROSEDALE ST Houston, Texas 77002",29.73081,-95.38698,AREA OF MINIMAL FLOOD HAZARD,X
67,"819 ROSEDALE ST Houston, Texas 77002",29.73076,-95.3869,AREA OF MINIMAL FLOOD HAZARD,X
68,"4919 TRAVIS ST Houston, Texas 77002",29.72986,-95.38714,AREA OF MINIMAL FLOOD HAZARD,X
69,"4921 TRAVIS ST Houston, Texas 77002",29.7298,-95.38718,AREA OF MINIMAL FLOOD HAZARD,X
70,"4923 TRAVIS ST Houston, Texas 77002",29.72975,-95.38723,AREA OF MINIMAL FLOOD HAZARD,X
71,"4925 TRAVIS ST Houston, Texas 77002",29.72969,-95.38727,AREA OF MINIMAL FLOOD HAZARD,X
72,"4927 TRAVIS ST Houston, Texas 77002",29.72963,-95.38732,AREA OF MINIMAL FLOOD HAZARD,X
73,"4929 TRAVIS ST Houston, Texas 77002",29.72958,-95.38736,AREA OF MINIMAL FLOOD HAZARD,X
74,"34 PORTLAND ST Houston, Texas 77002",29.72951,-95.38743,AREA OF MINIMAL FLOOD HAZARD,X
75,"629 DUFF LN Houston, Texas 77002",29.83907,-95.3662,AREA OF MINIMAL FLOOD HAZARD,X
76,"629 DUFF LN Houston, Texas 77002",29.83907,-95.3662,AREA OF MINIMAL FLOOD HAZARD,X
77,"629 DUFF LN Houston, Texas 77002",29.83907,-95.3662,AREA OF MINIMAL FLOOD HAZARD,X
78,"2215 AUSTIN ST Houston, Texas 77002",29.74554,-95.36863,AREA OF MINIMAL FLOOD HAZARD,X
79,"2201 AUSTIN ST Houston, Texas 77002",29.74563,-95.36856,AREA OF MINIMAL FLOOD HAZARD,X
80,"2203 AUSTIN ST Houston, Texas 77002",29.74565,-95.36847,AREA OF MINIMAL FLOOD HAZARD,X
81,"2205 AUSTIN ST Houston, Texas 77002",29.74558,-95.36836,AREA OF MINIMAL FLOOD HAZARD,X
82,"2207 AUSTIN ST Houston, Texas 77002",29.74549,-95.36835,AREA OF MINIMAL FLOOD HAZARD,X
83,"2209 AUSTIN ST Houston, Texas 77002",29.74541,-95.36841,AREA OF MINIMAL FLOOD HAZARD,X
84,"2211 AUSTIN ST Houston, Texas 77002",29.7454,-95.36851,AREA OF MINIMAL FLOOD HAZARD,X
85,"2213 AUSTIN ST Houston, Texas 77002",29.74545,-95.36861,AREA OF MINIMAL FLOOD HAZARD,X
86,"1207 STERRETT ST Houston, Texas 77002",29.76755,-95.3546,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
87,"1209 STERRETT ST Houston, Texas 77002",29.76755,-95.3545,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
88,"1211 STERRETT ST Houston, Texas 77002",29.76754,-95.3544,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
89,"1310 HADLEY ST Houston, Texas 77002",29.74531,-95.36967,AREA OF MINIMAL FLOOD HAZARD,X
90,"1312 HADLEY ST Houston, Texas 77002",29.74524,-95.36975,AREA OF MINIMAL FLOOD HAZARD,X
91,"1314 HADLEY ST Houston, Texas 77002",29.74516,-95.36978,AREA OF MINIMAL FLOOD HAZARD,X
92,"1316 HADLEY ST Houston, Texas 77002",29.74523,-95.36957,AREA OF MINIMAL FLOOD HAZARD,X
93,"1318 HADLEY ST Houston, Texas 77002",29.74513,-95.36946,AREA OF MINIMAL FLOOD HAZARD,X
94,"1320 HADLEY ST Houston, Texas 77002",29.74519,-95.36942,AREA OF MINIMAL FLOOD HAZARD,X
