,Address,Latitude,Longitude,Flood Description,Flood Zone
43,"1724 RIDGEWOOD ST, Houston, Texas 77006",29.75,-95.40161,AREA OF MINIMAL FLOOD HAZARD,X
44,"1725 INDIANA ST, Houston, Texas 77006",29.74736,-95.4009,AREA OF MINIMAL FLOOD HAZARD,X
45,"1725 MARYLAND ST, Houston, Texas 77006",29.74608,-95.40025,AREA OF MINIMAL FLOOD HAZARD,X
46,"1725 WELCH ST, Houston, Texas 77006",29.74797,-95.40137,AREA OF MINIMAL FLOOD HAZARD,X
47,"1726 HADDON ST, Houston, Texas 77006",29.75092,-95.40204,AREA OF MINIMAL FLOOD HAZARD,X
48,"1726 INDIANA ST, Houston, Texas 77006",29.74771,-95.40111,AREA OF MINIMAL FLOOD HAZARD,X
49,"1726 MARYLAND ST, Houston, Texas 77006",29.74648,-95.40044,AREA OF MINIMAL FLOOD HAZARD,X
50,"1726 MICHIGAN ST, Houston, Texas 77006",29.74714,-95.40067,AREA OF MINIMAL FLOOD HAZARD,X
51,"1726 MONTROSE BLVD, Houston, Texas 77006",29.75186,-95.39239,AREA OF MINIMAL FLOOD HAZARD,X
52,"1726 W MAIN ST, Houston, Texas 77098",29.73629,-95.40317,AREA OF MINIMAL FLOOD HAZARD,X
53,"1727 INDIANA ST, Houston, Texas 77006",29.74731,-95.401,AREA OF MINIMAL FLOOD HAZARD,X
54,"1727 MICHIGAN ST, Houston, Texas 77006",29.74664,-95.40076,AREA OF MINIMAL FLOOD HAZARD,X
55,"1727 WELCH ST, Houston, Texas 77006",29.74795,-95.40149,AREA OF MINIMAL FLOOD HAZARD,X
56,"1728 INDIANA ST, Houston, Texas 77006",29.74766,-95.40121,AREA OF MINIMAL FLOOD HAZARD,X
57,"1728 MARYLAND ST, Houston, Texas 77006",29.74644,-95.40051,AREA OF MINIMAL FLOOD HAZARD,X
58,"1728 MICHIGAN ST A, Houston, Texas 77006",29.74708,-95.40087,AREA OF MINIMAL FLOOD HAZARD,X
59,"1728 MICHIGAN ST B, Houston, Texas 77006",29.74708,-95.40087,AREA OF MINIMAL FLOOD HAZARD,X
60,"1728 MICHIGAN ST C, Houston, Texas 77006",29.74708,-95.40087,AREA OF MINIMAL FLOOD HAZARD,X
61,"1729 INDIANA ST, Houston, Texas 77006",29.74726,-95.4011,AREA OF MINIMAL FLOOD HAZARD,X
62,"1729 MARYLAND ST, Houston, Texas 77006",29.74604,-95.40036,AREA OF MINIMAL FLOOD HAZARD,X
63,"1731 INDIANA ST, Houston, Texas 77006",29.74724,-95.40114,AREA OF MINIMAL FLOOD HAZARD,X
64,"1731 MARYLAND ST, Houston, Texas 77006",29.74601,-95.40039,AREA OF MINIMAL FLOOD HAZARD,X
65,"1731 MICHIGAN ST, Houston, Texas 77006",29.74657,-95.4009,AREA OF MINIMAL FLOOD HAZARD,X
66,"1732 MARYLAND ST, Houston, Texas 77006",29.74639,-95.40065,AREA OF MINIMAL FLOOD HAZARD,X
67,"1732 MICHIGAN ST, Houston, Texas 77006",29.74709,-95.40106,AREA OF MINIMAL FLOOD HAZARD,X
68,"1732 MICHIGAN ST B, Houston, Texas 77006",29.74709,-95.40106,AREA OF MINIMAL FLOOD HAZARD,X
69,"1732 MICHIGAN ST D, Houston, Texas 77006",29.74709,-95.40106,AREA OF MINIMAL FLOOD HAZARD,X
70,"1734 INDIANA ST, Houston, Texas 77006",29.74758,-95.40152,AREA OF MINIMAL FLOOD HAZARD,X
71,"1734 MARYLAND ST, Houston, Texas 77006",29.74633,-95.40075,AREA OF MINIMAL FLOOD HAZARD,X
72,"1735 INDIANA ST, Houston, Texas 77006",29.74718,-95.40128,AREA OF MINIMAL FLOOD HAZARD,X
73,"1735 MICHIGAN ST, Houston, Texas 77006",29.74652,-95.40101,AREA OF MINIMAL FLOOD HAZARD,X
74,"1737 MARYLAND ST, Houston, Texas 77006",29.74588,-95.40067,AREA OF MINIMAL FLOOD HAZARD,X
75,"1738 MARYLAND ST, Houston, Texas 77006",29.74626,-95.40089,AREA OF MINIMAL FLOOD HAZARD,X
76,"1739 MICHIGAN ST, Houston, Texas 77006",29.74649,-95.40108,AREA OF MINIMAL FLOOD HAZARD,X
77,"174 OAK PLACE DR, Houston, Texas 77006",29.75153,-95.38065,AREA OF MINIMAL FLOOD HAZARD,X
78,"1741 MARYLAND ST, Houston, Texas 77006",29.74582,-95.4008,AREA OF MINIMAL FLOOD HAZARD,X
79,"1742 MARYLAND ST, Houston, Texas 77006",29.74621,-95.40103,AREA OF MINIMAL FLOOD HAZARD,X
80,"1742 MICHIGAN ST, Houston, Texas 77006",29.7468,-95.40122,AREA OF MINIMAL FLOOD HAZARD,X
81,"1742 MICHIGAN ST B, Houston, Texas 77006",29.7468,-95.40122,AREA OF MINIMAL FLOOD HAZARD,X
82,"1742 MICHIGAN ST C, Houston, Texas 77006",29.7468,-95.40122,AREA OF MINIMAL FLOOD HAZARD,X
83,"1742 MICHIGAN ST E, Houston, Texas 77006",29.7468,-95.40122,AREA OF MINIMAL FLOOD HAZARD,X
84,"1742 MICHIGAN ST F, Houston, Texas 77006",29.7468,-95.40122,AREA OF MINIMAL FLOOD HAZARD,X
85,"1743 INDIANA ST, Houston, Texas 77006",29.74706,-95.40152,AREA OF MINIMAL FLOOD HAZARD,X
86,"1743 MICHIGAN ST, Houston, Texas 77006",29.74645,-95.40118,AREA OF MINIMAL FLOOD HAZARD,X
87,"1744 MICHIGAN ST, Houston, Texas 77006",29.74674,-95.40154,AREA OF MINIMAL FLOOD HAZARD,X
88,"1745 INDIANA ST, Houston, Texas 77006",29.74703,-95.40159,AREA OF MINIMAL FLOOD HAZARD,X
89,"1746 MARYLAND ST, Houston, Texas 77006",29.74613,-95.40117,AREA OF MINIMAL FLOOD HAZARD,X
90,"1747 INDIANA ST, Houston, Texas 77006",29.74698,-95.40169,AREA OF MINIMAL FLOOD HAZARD,X
91,"1747 MICHIGAN ST, Houston, Texas 77006",29.74639,-95.40128,AREA OF MINIMAL FLOOD HAZARD,X
92,"1749 MICHIGAN ST, Houston, Texas 77006",29.74636,-95.40135,AREA OF MINIMAL FLOOD HAZARD,X
93,"1750 MARYLAND ST, Houston, Texas 77006",29.74607,-95.40131,AREA OF MINIMAL FLOOD HAZARD,X
94,"1750 MICHIGAN ST, Houston, Texas 77006",29.74661,-95.40182,AREA OF MINIMAL FLOOD HAZARD,X
95,"1753 MICHIGAN ST A, Houston, Texas 77006",29.74639,-95.4015,AREA OF MINIMAL FLOOD HAZARD,X
96,"1753 MICHIGAN ST B, Houston, Texas 77006",29.74639,-95.4015,AREA OF MINIMAL FLOOD HAZARD,X
97,"1753 MICHIGAN ST C, Houston, Texas 77006",29.74639,-95.4015,AREA OF MINIMAL FLOOD HAZARD,X
98,"1754 MARYLAND ST, Houston, Texas 77006",29.74602,-95.40141,AREA OF MINIMAL FLOOD HAZARD,X
99,"1755 MICHIGAN ST, Houston, Texas 77006",29.74616,-95.40154,AREA OF MINIMAL FLOOD HAZARD,X
100,"1756 MARYLAND ST, Houston, Texas 77006",29.746,-95.40149,AREA OF MINIMAL FLOOD HAZARD,X
101,"1757 MICHIGAN ST, Houston, Texas 77006",29.74623,-95.40158,AREA OF MINIMAL FLOOD HAZARD,X
102,"1759 MICHIGAN ST, Houston, Texas 77006",29.74632,-95.40166,AREA OF MINIMAL FLOOD HAZARD,X
103,"176 OAK PL, Houston, Texas 77006",29.75154,-95.38082,AREA OF MINIMAL FLOOD HAZARD,X
104,"1767 MICHIGAN ST, Houston, Texas 77006",29.74615,-95.40189,AREA OF MINIMAL FLOOD HAZARD,X
105,"1769 MICHIGAN ST, Houston, Texas 77006",29.74614,-95.40191,AREA OF MINIMAL FLOOD HAZARD,X
106,"1771 MICHIGAN ST, Houston, Texas 77006",29.74612,-95.40198,AREA OF MINIMAL FLOOD HAZARD,X
107,"178 OAK PL, Houston, Texas 77006",29.75161,-95.38082,AREA OF MINIMAL FLOOD HAZARD,X
108,"18 COURTLANDT PL, Houston, Texas 77006",29.74385,-95.38475,AREA OF MINIMAL FLOOD HAZARD,X
109,"180 OAK PL, Houston, Texas 77006",29.75169,-95.38081,AREA OF MINIMAL FLOOD HAZARD,X
110,"1800 WAUGH DR, Houston, Texas 77006",29.75134,-95.39758,AREA OF MINIMAL FLOOD HAZARD,X
111,"1801 DUNLAVY ST, Houston, Texas 77006",29.74974,-95.40192,AREA OF MINIMAL FLOOD HAZARD,X
112,"1801 FAIRVIEW AVE, Houston, Texas 77006",29.7454,-95.4,AREA OF MINIMAL FLOOD HAZARD,X
113,"1801 W WEBSTER ST, Houston, Texas 77006",29.75183,-95.38499,AREA OF MINIMAL FLOOD HAZARD,X
114,"1802 CHERRYHURST ST, Houston, Texas 77006",29.74445,-95.3994,AREA OF MINIMAL FLOOD HAZARD,X
115,"1802 DUNLAVY ST, Houston, Texas 77006",29.74994,-95.40243,AREA OF MINIMAL FLOOD HAZARD,X
116,"1802 HAVER ST, Houston, Texas 77006",29.74515,-95.39984,AREA OF MINIMAL FLOOD HAZARD,X
117,"1802 MISSOURI ST, Houston, Texas 77006",29.74383,-95.39902,AREA OF MINIMAL FLOOD HAZARD,X
118,"1802 RIDGEWOOD ST, Houston, Texas 77006",29.74981,-95.4016,AREA OF MINIMAL FLOOD HAZARD,X
119,"1802 VERMONT ST, Houston, Texas 77006",29.74932,-95.40153,AREA OF MINIMAL FLOOD HAZARD,X
120,"1802 WAUGH DR, Houston, Texas 77006",29.75122,-95.3975,AREA OF MINIMAL FLOOD HAZARD,X
121,"1803 COMMONWEALTH ST, Houston, Texas 77006",29.75094,-95.39832,AREA OF MINIMAL FLOOD HAZARD,X
122,"1803 FAIRVIEW AVE, Houston, Texas 77006",29.74534,-95.40014,AREA OF MINIMAL FLOOD HAZARD,X
123,"1803 INDIANA ST, Houston, Texas 77006",29.74686,-95.40228,AREA OF MINIMAL FLOOD HAZARD,X
124,"1803 W WEBSTER ST, Houston, Texas 77006",29.75183,-95.38508,AREA OF MINIMAL FLOOD HAZARD,X
125,"1804 FAIRVIEW AVE, Houston, Texas 77006",29.74579,-95.40025,AREA OF MINIMAL FLOOD HAZARD,X
126,"1804 FAIRVIEW AVE A, Houston, Texas 77006",29.74579,-95.40025,AREA OF MINIMAL FLOOD HAZARD,X
127,"1804 TAFT ST, Houston, Texas 77006",29.75238,-95.38591,AREA OF MINIMAL FLOOD HAZARD,X
128,"1804 VERMONT ST, Houston, Texas 77006",29.74942,-95.40153,AREA OF MINIMAL FLOOD HAZARD,X
129,"1805 CHERRYHURST ST, Houston, Texas 77006",29.74404,-95.39933,AREA OF MINIMAL FLOOD HAZARD,X
130,"1805 FAIRVIEW AVE, Houston, Texas 77006",29.74528,-95.40028,AREA OF MINIMAL FLOOD HAZARD,X
131,"1805 HAVER ST, Houston, Texas 77006",29.7447,-95.39974,AREA OF MINIMAL FLOOD HAZARD,X
132,"1805 INDIANA ST, Houston, Texas 77006",29.74686,-95.40239,AREA OF MINIMAL FLOOD HAZARD,X
133,"1805 W WEBSTER ST, Houston, Texas 77006",29.75183,-95.38515,AREA OF MINIMAL FLOOD HAZARD,X
134,"1806 CHERRYHURST ST, Houston, Texas 77006",29.74443,-95.39958,AREA OF MINIMAL FLOOD HAZARD,X
135,"1806 HAVER ST, Houston, Texas 77006",29.74508,-95.39998,AREA OF MINIMAL FLOOD HAZARD,X
136,"1806 MISSOURI ST, Houston, Texas 77006",29.74376,-95.39916,AREA OF MINIMAL FLOOD HAZARD,X
137,"1806 RIDGEWOOD ST, Houston, Texas 77006",29.74971,-95.4016,AREA OF MINIMAL FLOOD HAZARD,X
138,"1806 VERMONT ST, Houston, Texas 77006",29.74942,-95.40168,AREA OF MINIMAL FLOOD HAZARD,X
139,"1807 COMMONWEALTH ST, Houston, Texas 77006",29.75088,-95.39829,AREA OF MINIMAL FLOOD HAZARD,X
140,"1807 FAIRVIEW AVE, Houston, Texas 77006",29.74521,-95.40042,AREA OF MINIMAL FLOOD HAZARD,X
141,"1807 INDIANA ST, Houston, Texas 77006",29.74686,-95.40249,AREA OF MINIMAL FLOOD HAZARD,X
142,"1807 W WEBSTER ST, Houston, Texas 77006",29.75183,-95.38524,AREA OF MINIMAL FLOOD HAZARD,X
143,"1807 WELCH ST, Houston, Texas 77006",29.74795,-95.40165,AREA OF MINIMAL FLOOD HAZARD,X
144,"1808 FAIRVIEW AVE A, Houston, Texas 77006",29.74566,-95.40053,AREA OF MINIMAL FLOOD HAZARD,X
145,"1808 FAIRVIEW AVE B, Houston, Texas 77006",29.74566,-95.40053,AREA OF MINIMAL FLOOD HAZARD,X
146,"1808 RIDGEWOOD ST, Houston, Texas 77006",29.74965,-95.4016,AREA OF MINIMAL FLOOD HAZARD,X
147,"1808 TAFT ST, Houston, Texas 77006",29.7523,-95.38591,AREA OF MINIMAL FLOOD HAZARD,X
148,"1808 VERMONT ST, Houston, Texas 77006",29.74932,-95.40168,AREA OF MINIMAL FLOOD HAZARD,X
149,"1809 CHERRYHURST ST, Houston, Texas 77006",29.74398,-95.39946,AREA OF MINIMAL FLOOD HAZARD,X
150,"1809 HAVER ST, Houston, Texas 77006",29.74464,-95.39988,AREA OF MINIMAL FLOOD HAZARD,X
151,"1809 MISSOURI ST, Houston, Texas 77006",29.74331,-95.39906,AREA OF MINIMAL FLOOD HAZARD,X
152,"1810 CHERRYHURST ST, Houston, Texas 77006",29.74436,-95.39971,AREA OF MINIMAL FLOOD HAZARD,X
153,"1810 DUNLAVY ST, Houston, Texas 77006",29.74981,-95.40243,AREA OF MINIMAL FLOOD HAZARD,X
154,"1810 FAIRVIEW AVE, Houston, Texas 77006",29.74559,-95.40067,AREA OF MINIMAL FLOOD HAZARD,X
155,"1810 HAVER ST, Houston, Texas 77006",29.74502,-95.40012,AREA OF MINIMAL FLOOD HAZARD,X
156,"1810 MISSOURI ST, Houston, Texas 77006",29.7437,-95.39929,AREA OF MINIMAL FLOOD HAZARD,X
157,"1810 RIDGEWOOD ST, Houston, Texas 77006",29.74954,-95.4016,AREA OF MINIMAL FLOOD HAZARD,X
158,"1811 COMMONWEALTH ST, Houston, Texas 77006",29.75083,-95.39825,AREA OF MINIMAL FLOOD HAZARD,X
159,"1811 DUNLAVY ST, Houston, Texas 77006",29.74958,-95.40193,AREA OF MINIMAL FLOOD HAZARD,X
160,"1812 DUNLAVY ST, Houston, Texas 77006",29.74967,-95.40243,AREA OF MINIMAL FLOOD HAZARD,X
161,"1812 RIDGEWOOD ST, Houston, Texas 77006",29.74951,-95.4016,AREA OF MINIMAL FLOOD HAZARD,X
162,"1813 CHERRYHURST ST, Houston, Texas 77006",29.74392,-95.3996,AREA OF MINIMAL FLOOD HAZARD,X
163,"1813 MISSOURI ST, Houston, Texas 77006",29.74325,-95.3992,AREA OF MINIMAL FLOOD HAZARD,X
164,"1814 CHERRYHURST ST, Houston, Texas 77006",29.7443,-95.39984,AREA OF MINIMAL FLOOD HAZARD,X
165,"1814 MISSOURI ST, Houston, Texas 77006",29.74364,-95.39943,AREA OF MINIMAL FLOOD HAZARD,X
166,"1815 DUNLAVY ST, Houston, Texas 77006",29.7495,-95.40192,AREA OF MINIMAL FLOOD HAZARD,X
167,"1815 HAVER ST, Houston, Texas 77006",29.74457,-95.40002,AREA OF MINIMAL FLOOD HAZARD,X
168,"1815 STANFORD ST, Houston, Texas 77006",29.752,-95.38876,AREA OF MINIMAL FLOOD HAZARD,X
169,"1816 HAVER ST, Houston, Texas 77006",29.74496,-95.40026,AREA OF MINIMAL FLOOD HAZARD,X
170,"1817 HAVER ST, Houston, Texas 77006",29.74451,-95.40016,AREA OF MINIMAL FLOOD HAZARD,X
171,"1817 MISSOURI ST, Houston, Texas 77006",29.74319,-95.39933,AREA OF MINIMAL FLOOD HAZARD,X
172,"1817 STANFORD ST, Houston, Texas 77006",29.7519,-95.38872,AREA OF MINIMAL FLOOD HAZARD,X
173,"1818 CHERRYHURST ST, Houston, Texas 77006",29.74415,-95.39993,AREA OF MINIMAL FLOOD HAZARD,X
174,"1818 HAVER ST, Houston, Texas 77006",29.74489,-95.40039,AREA OF MINIMAL FLOOD HAZARD,X
175,"1818 MISSOURI ST, Houston, Texas 77006",29.7435,-95.39951,AREA OF MINIMAL FLOOD HAZARD,X
176,"1819 MARYLAND ST, Houston, Texas 77006",29.74576,-95.40093,AREA OF MINIMAL FLOOD HAZARD,X
177,"1819 STANFORD ST, Houston, Texas 77006",29.75181,-95.38872,AREA OF MINIMAL FLOOD HAZARD,X
178,"1819 WAUGH DR, Houston, Texas 77006",29.75126,-95.39693,AREA OF MINIMAL FLOOD HAZARD,X
179,"182 OAK PL, Houston, Texas 77006",29.75178,-95.38081,AREA OF MINIMAL FLOOD HAZARD,X
180,"1820 DUNLAVY ST, Houston, Texas 77006",29.74953,-95.40237,AREA OF MINIMAL FLOOD HAZARD,X
181,"1820 MISSOURI ST, Houston, Texas 77006",29.74391,-95.40154,AREA OF MINIMAL FLOOD HAZARD,X
182,"1820 VERMONT ST, Houston, Texas 77006",29.74936,-95.40179,AREA OF MINIMAL FLOOD HAZARD,X
183,"1821 CHERRYHURST ST, Houston, Texas 77006",29.74385,-95.39974,AREA OF MINIMAL FLOOD HAZARD,X
184,"1821 STANFORD ST, Houston, Texas 77006",29.752,-95.38863,AREA OF MINIMAL FLOOD HAZARD,X
185,"1822 VERMONT ST, Houston, Texas 77006",29.74936,-95.40187,AREA OF MINIMAL FLOOD HAZARD,X
186,"1823 STANFORD ST, Houston, Texas 77006",29.75202,-95.38848,AREA OF MINIMAL FLOOD HAZARD,X
187,"1823 WAUGH DR, Houston, Texas 77006",29.75112,-95.39694,AREA OF MINIMAL FLOOD HAZARD,X
188,"1824 FAIRVIEW AVE, Houston, Texas 77006",29.74545,-95.40097,AREA OF MINIMAL FLOOD HAZARD,X
189,"1824 MISSOURI ST, Houston, Texas 77006",29.74391,-95.40163,AREA OF MINIMAL FLOOD HAZARD,X
190,"1824 VERMONT ST, Houston, Texas 77006",29.74936,-95.40193,AREA OF MINIMAL FLOOD HAZARD,X
191,"1825 MARYLAND ST, Houston, Texas 77006",29.74563,-95.40122,AREA OF MINIMAL FLOOD HAZARD,X
192,"1825 STANFORD ST, Houston, Texas 77006",29.75191,-95.38852,AREA OF MINIMAL FLOOD HAZARD,X
193,"1826 VERMONT ST, Houston, Texas 77006",29.74936,-95.40202,AREA OF MINIMAL FLOOD HAZARD,X
194,"1827 STANFORD ST, Houston, Texas 77006",29.75182,-95.38852,AREA OF MINIMAL FLOOD HAZARD,X
195,"1828 FAIRVIEW AVE, Houston, Texas 77006",29.74539,-95.40112,AREA OF MINIMAL FLOOD HAZARD,X
196,"1829 MARYLAND ST, Houston, Texas 77006",29.74554,-95.40142,AREA OF MINIMAL FLOOD HAZARD,X
197,"1830 DUNLAVY ST, Houston, Texas 77006",29.74954,-95.40253,AREA OF MINIMAL FLOOD HAZARD,X
198,"1832 MARYLAND ST, Houston, Texas 77006",29.74594,-95.40156,AREA OF MINIMAL FLOOD HAZARD,X
199,"1836 DUNLAVY ST, Houston, Texas 77006",29.74941,-95.40237,AREA OF MINIMAL FLOOD HAZARD,X
200,"184 OAK PL, Houston, Texas 77006",29.75189,-95.38082,AREA OF MINIMAL FLOOD HAZARD,X
201,"1840 MARYLAND ST, Houston, Texas 77006",29.74593,-95.40173,AREA OF MINIMAL FLOOD HAZARD,X
202,"1842 MARYLAND ST, Houston, Texas 77006",29.74592,-95.4018,AREA OF MINIMAL FLOOD HAZARD,X
203,"1844 MARYLAND ST, Houston, Texas 77006",29.74592,-95.40188,AREA OF MINIMAL FLOOD HAZARD,X
204,"1846 MARYLAND ST, Houston, Texas 77006",29.74592,-95.40197,AREA OF MINIMAL FLOOD HAZARD,X
205,"186 OAK PL, Houston, Texas 77006",29.75194,-95.38081,AREA OF MINIMAL FLOOD HAZARD,X
206,"188 OAK PL, Houston, Texas 77006",29.75194,-95.38101,AREA OF MINIMAL FLOOD HAZARD,X
207,"19 COURTLANDT PL, Houston, Texas 77006",29.74322,-95.38527,AREA OF MINIMAL FLOOD HAZARD,X
208,"190 OAK PL, Houston, Texas 77006",29.75186,-95.38097,AREA OF MINIMAL FLOOD HAZARD,X
209,"1900 MASON ST A, Houston, Texas 77006",29.75158,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
210,"1900 MASON ST B, Houston, Texas 77006",29.75158,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
211,"1900 MASON ST C, Houston, Texas 77006",29.75158,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
212,"1900 MASON ST D, Houston, Texas 77006",29.75158,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
213,"1900 MASON ST E, Houston, Texas 77006",29.75158,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
214,"1900 WINDSOR ST, Houston, Texas 77006",29.74898,-95.40099,AREA OF MINIMAL FLOOD HAZARD,X
215,"1901 BAILEY ST, Houston, Texas 77006",29.75192,-95.38201,AREA OF MINIMAL FLOOD HAZARD,X
216,"1901 DUNLAVY ST, Houston, Texas 77006",29.74902,-95.40196,AREA OF MINIMAL FLOOD HAZARD,X
217,"1902 MASON ST, Houston, Texas 77006",29.75144,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
218,"1902 RIDGEWOOD ST, Houston, Texas 77006",29.74903,-95.40164,AREA OF MINIMAL FLOOD HAZARD,X
219,"1902 WILSON ST, Houston, Texas 77006",29.75193,-95.38141,AREA OF MINIMAL FLOOD HAZARD,X
220,"1903 BAILEY ST, Houston, Texas 77006",29.75184,-95.38202,AREA OF MINIMAL FLOOD HAZARD,X
221,"1903 CROCKER ST, Houston, Texas 77006",29.75129,-95.38953,AREA OF MINIMAL FLOOD HAZARD,X
222,"1904 CROCKER ST, Houston, Texas 77006",29.75128,-95.38985,AREA OF MINIMAL FLOOD HAZARD,X
223,"1904 DUNLAVY ST, Houston, Texas 77006",29.74889,-95.40241,AREA OF MINIMAL FLOOD HAZARD,X
224,"1904 MASON ST, Houston, Texas 77006",29.75138,-95.3851,AREA OF MINIMAL FLOOD HAZARD,X
225,"1904 MORGAN ST, Houston, Texas 77006",29.75145,-95.3867,AREA OF MINIMAL FLOOD HAZARD,X
226,"1904 RIDGEWOOD ST, Houston, Texas 77006",29.74889,-95.40159,AREA OF MINIMAL FLOOD HAZARD,X
