,ACCOUNT,SITE_ADDR_1_2019,SITE_ADDR_3_2019
28232,1274030010019,3215 YELLOWSTONE PARK DR,77054
28233,1274030010020,3213 YELLOWSTONE PARK DR,77054
28234,1274030010021,3211 YELLOWSTONE PARK DR,77054
28235,1274030010022,3209 YELLOWSTONE PARK DR,77054
28236,1274030010023,3207 YELLOWSTONE PARK BLVD,77054
28237,1274030010024,3205 YELLOWSTONE PARK DR,77054
28238,1274030010025,3203 YELLOWSTONE PARK DR,77054
28239,1274030010026,6967 ARDMORE ST,77054
28240,1274030010027,6965 ARDMORE ST,77054
28241,1274030010028,6963 ARDMORE ST,77054
28242,1274030010029,6961 ARDMORE ST,77054
28243,1274030010030,6959 ARDMORE ST,77054
28244,1274030010031,6957 ARDMORE ST,77054
28245,1274030010032,6955 ARDMORE ST,77054
28246,1274030010033,6953 ARDMORE ST,77054
28247,1274030010034,6951 ARDMORE ST,77054
28248,1274030010035,6949 ARDMORE ST,77054
28249,1274030010036,6947 ARDMORE ST,77054
28250,1274030010037,6945 ARDMORE ST,77054
28251,1274030010038,6943 ARDMORE ST,77054
28252,1274030010039,6941 ARDMORE ST,77054
28253,1274030010040,6939 ARDMORE ST,77054
28254,1274030010041,6937 ARDMORE ST,77054
28255,1274030010042,6935 ARDMORE ST,77054
28256,1274030010043,6933 ARDMORE ST,77054
28257,1274030010044,6931 ARDMORE ST,77054
28258,1274030010045,6929 ARDMORE ST,77054
28259,1274030010046,6927 ARDMORE ST,77054
28260,1274030010047,6925 ARDMORE ST,77054
28261,1274030010048,6923 ARDMORE DR,77054
28262,1274030010049,6921 ARDMORE ST,77054
28263,1274030010050,6919 ARDMORE ST,77054
28264,1274030010051,6917 ARDMORE ST,77054
28265,1274030010052,6915 ARDMORE ST,77054
28266,1274030010053,6913 ARDMORE ST,77054
28267,1274030010054,6911 ARDMORE ST,77054
28268,1274030020001,6907 YELLOWSTONE WAY DR,77054
28269,1274030020002,6909 YELLOWSTONE WAY DR,77054
28270,1274030020003,6911 YELLOWSTONE WAY DR,77054
28271,1274030020004,6913 YELLOWSTONE WAY DR,77054
28272,1274030020005,6915 YELLOWSTONE WAY DR,77054
28273,1274030020006,6917 YELLOWSTONE WAY DR,77054
28274,1274030020007,6919 YELLOWSTONE WAY DR,77054
28275,1274030020008,6921 YELLOWSTONE WAY DR,77054
28276,1274030020009,6923 YELLOWSTONE WAY DR,77054
28277,1274030020010,6925 YELLOWSTONE WAY DR,77054
28278,1274030020011,6927 YELLOWSTONE WAY DR,77054
28279,1274030020012,6929 YELLOWSTONE WAY DR,77054
28280,1274030020013,6931 YELLOWSTONE WAY DR,77054
28281,1274030020014,6933 YELLOWSTONE WAY DR,77054
28282,1274030020015,6935 YELLOWSTONE WAY DR,77054
28283,1274030020016,6937 YELLOWSTONE WAY DR,77054
28284,1274030020017,3218 YELLOWSTONE PARK DR,77054
28285,1274030020018,3216 YELLOWSTONE PARK DR,77054
28286,1274030020019,3214 YELLOWSTONE PARK DR,77054
28287,1274030020020,3212 YELLOWSTONE PARK DR,77054
28288,1274030020021,3210 YELLOWSTONE PARK DR,77054
28289,1274030020022,3208 YELLOWSTONE PARK DR,77054
28290,1274030020023,3206 YELLOWSTONE PARK DR,77054
28291,1274030020024,3204 YELLOWSTONE PARK DR,77054
28292,1274030020025,3202 YELLOWSTONE PARK DR,77054
28293,1274080010001,1415 BONNIE BRAE ST A,77006
28294,1274080010002,1415 BONNIE BRAE ST B,77006
28295,1274080010003,1415 BONNIE BRAE ST C,77006
28296,1274080010004,1415 BONNIE BRAE ST D,77006
28297,1274080010005,1415 BONNIE BRAE ST E,77006
28298,1274080010006,1415 BONNIE BRAE ST F,77006
28299,1274080010007,1415 BONNIE BRAE ST G,77006
28300,1274850010001,6919 STAFFORDSHIRE ST,77030
28301,1274850010002,6921 STAFFORDSHIRE ST,77030
28302,1274850010003,1902 LAUDERDALE ST,77030
28303,1274850010004,1904 LAUDERDALE ST,77030
28304,1274850010005,1906 LAUDERDALE ST,77030
28305,1274850010006,1908 LAUDERDALE ST,77030
28306,1275120010001,32 HACKBERRY LN A,77027
28307,1275120010002,32 HACKBERRY LN B,77027
28308,1275670010001,5025 FAIRMONT ST,77005
28309,1275670010002,5027 FAIRMONT BLVD,77005
28310,1275670010003,4130 DRAKE ST,77005
28311,1275820010001,607 OAKLEY ST 1,77006
28312,1275820010002,0 OAKLEY ST,77006
28313,1275820010003,0 OAKLEY ST,77006
28314,1275820010004,607 OAKLEY ST 4,77006
28315,1275820010005,607 OAKLEY ST 5,77006
28316,1275820010006,607 OAKLEY ST 6,77006
28317,1275820010007,607 OAKLEY ST 7,77006
28318,1275820010008,607 OAKLEY 8 ST,77006
28319,1275830010001,4250 DRAKE ST,77005
28320,1275830010002,4250 DRAKE ST B,77005
28321,1275970010001,4706 INGERSOLL ST A,77027
28322,1275970010002,4708 INGERSOLL ST B,77027
28323,1275970010003,4708 INGERSOLL ST A,77027
28324,1276380010001,1605 W DALLAS ST A,77019
28325,1276380010002,1605 W DALLAS ST B,77019
28326,1276380010003,1605 W DALLAS ST C,77019
28327,1276380010004,1605 W DALLAS ST D,77019
28328,1276380010005,1607 W DALLAS ST E,77019
28329,1276380010006,1607 W DALLAS ST D,77019
28330,1276380010007,1607 W DALLAS ST C,77019
28331,1276380010008,1607 W DALLAS ST B,77019
28332,1276380010009,1607 W DALLAS ST A,77019
28333,1276730010001,1109 MARCONI ST A,77019
28334,1276730010002,1109 MARCONI ST B,77019
28335,1276730010003,1109 MARCONI ST C,77019
28336,1276740010001,1805 MORSE ST A,77019
28337,1276740010002,1805 MORSE ST B,77019
28338,1276890010001,1631 HAZEL ST,77006
28339,1276890010002,1633 HAZEL ST,77006
28340,1276890010003,1635 HAZEL ST,77006
28341,1277300010001,24 HACKBERRY LN A,77027
28342,1277300010002,24 HACKBERRY LN B,77027
28343,1277620010001,1201 BARKDULL ST,77006
28344,1277620010002,1205 BARKDULL ST,77006
28345,1277620010003,5010 MOUNT VERNON ST,77006
28346,1277660010001,2118 NAOMI AVE,77054
28347,1277660010002,2120 NAOMI AVE,77054
28348,1277660010003,2122 NAOMI AVE,77054
28349,1277660010004,2124 NAOMI AVE,77054
28350,1277660010005,2126 NAOMI AVE,77054
28351,1277660010006,2128 NAOMI AVE,77054
28352,1277660010007,2130 NAOMI AVE,77054
28353,1277660010008,2132 NAOMI AVE,77054
28354,1277660010009,2134 NAOMI AVE,77054
28355,1277660010010,2140 NAOMI AVE,77054
28356,1277660010011,2138 NAOMI AVE,77054
28357,1277660010012,2136 NAOMI ST,77054
28358,1277660010013,2129 ENGELMOHR ST,77054
28359,1277660010014,2131 ENGELMOHR ST,77054
28360,1277660010015,2133 ENGELMOHR ST,77054
28361,1277660010016,2127 ENGELMOHR ST,77054
28362,1277660010017,2125 ENGELMOHR ST,77054
28363,1277660010018,2123 ENGELMOHR ST,77054
28364,1277870010001,4274 CHILDRESS ST A,77005
28365,1277870010002,4274 CHILDRESS ST B,77005
28366,1278090010001,112 WELCH ST A,77006
28367,1278090010002,112 WELCH ST B,77006
28368,1278090010003,112 WELCH ST C,77006
28369,1278110010001,2508 MASON ST,77006
28370,1278110010002,2518 MASON ST B,77006
28371,1278110010003,2518 MASON ST C,77006
28372,1278120010001,2419 BRAZORIA ST A,77019
28373,1278120010002,2419 BRAZORIA ST B,77019
28374,1278120010003,2419 BRAZORIA ST C,77019
28375,1278120010004,2415 BRAZORIA ST C,77019
28376,1278120010005,2415 BRAZORIA ST B,77019
28377,1278120010006,2415 BRAZORIA ST A,77019
28378,1278250010001,2530 WATTS ST 1,77030
28379,1278250010002,2530 WATTS ST 2,77030
28380,1278250010003,2530 WATTS ST 3,77030
28381,1278250010004,2530 WATTS ST 4,77030
28382,1278690010001,2913 AVALON PL,77019
28383,1278690010002,2911 AVALON PL,77019
28384,1278840010001,1115 BERTHEA ST,77006
28385,1278840010002,1117 BERTHEA ST,77006
28386,1278840010003,1119 BERTHEA ST,77006
28387,1278840010004,1121 BERTHEA ST,77006
28388,1278840010005,1123 BERTHEA ST,77006
28389,1279440010001,719 ANDREWS ST,77019
28390,1279440010002,717 ANDREWS ST,77019
28391,1279440010003,715 ANDREWS ST,77019
28392,1279440010004,709 ANDREWS ST,77019
28393,1279440010005,711 ANDREWS ST,77019
28394,1279440010006,713 ANDREWS ST,77019
28395,1279530010001,1133 W BELL ST,77019
28396,1279530010002,1135 W BELL ST,77019
28397,1279600010001,1102 TAFT ST,77019
28398,1279600010002,1104 TAFT ST A,77019
28399,1279600010003,1106 TAFT ST B,77019
28400,1279600010004,305 W SAULNIER ST,77019
28401,1279600010005,303 W SAULNIER ST,77019
28402,1279600010006,301 W SAULNIER ST,77019
28403,1279660010001,5708 BUFFALO SPEEDWAY,77005
28404,1279670010001,3610 RICE BLVD,77005
28405,1279680010001,3717 STANFORD ST A,77006
28406,1279680010002,3717 STANFORD ST B,77006
28407,1279680010003,3717 STANFORD ST C,77006
28408,1279720010001,4904 MT VERNON ST,77006
28409,1279720010002,4906 MT VERNON ST,77006
28410,1279720010003,4908 MT VERNON ST,77006
28411,1279790010001,1919 COLQUITT ST F,77098
28412,1279790010002,1919 COLQUITT ST E,77098
28413,1279790010003,1919 COLQUITT ST D,77098
28414,1279790010004,1919 COLQUITT ST C,77098
28415,1279790010005,1919 COLQUITT ST B,77098
28416,1279790010006,1919 COLQUITT ST A,77098
28417,1279960010001,1208 JACKSON BLVD,77006
28418,1280190010001,2804 BALDWIN ST A,77006
28419,1280190010002,2804 BALDWIN ST B,77006
28420,1280190010003,2804 BALDWIN ST C,77006
28421,1280690010001,1207 MISSOURI ST A,77006
28422,1280690010002,1207 MISSOURI ST B,77006
28423,1280690010003,1207 MISSOURI ST C,77006
28424,1280690010004,1205 MISSOURI ST A,77006
28425,1280690010005,1205 MISSOURI ST B,77006
28426,1280690010006,1205 MISSOURI ST C,77006
28427,1280720020001,2206 NAOMI ST,77054
28428,1280720020002,2206 NAOMI ST,77054
28429,1280720020003,2206 NAOMI ST,77054
28430,1280720020004,2206 NAOMI ST,77054
28431,1280720020005,2206 NAOMI ST,77054
28432,1280720020006,2206 NAOMI ST,77054
28433,1280720020007,2206 NAOMI ST,77054
28434,1280720030001,2206 NAOMI ST,77054
28435,1280720030002,2206 NAOMI ST,77054
28436,1280720030003,2206 NAOMI ST,77054
28437,1280720030004,2206 NAOMI ST,77054
28438,1280720030005,2206 NAOMI ST,77054
28439,1280720030006,2206 NAOMI ST,77054
28440,1280720030007,2206 NAOMI ST,77054
28441,1280720030008,2206 NAOMI ST 12,77054
28442,1280720030009,2206 NAOMI ST,77054
28443,1280720030010,2206 NAOMI ST 8,77054
28444,1280720030011,2206 NAOMI ST,77054
28445,1280720030012,2206 NAOMI ST,77054
28446,1280720040001,2202 NAOMI ST 5,77054
28447,1280720040002,2202 NAOMI ST 4,77054
28448,1280720040003,2202 NAOMI ST 3,77054
28449,1280720040004,2202 NAOMI ST 2,77054
28450,1280720040005,2202 NAOMI ST 1,77054
28451,1280800010001,1614 SUL ROSS ST,77006
28452,1280820010001,1407 WELCH ST B,77006
28453,1280820010002,1407 WELCH ST A,77006
28454,1280970010001,1659 CASTLE CT,77006
28455,1280970010002,1657 CASTLE CT,77006
28456,1280970010003,1655 CASTLE CT,77006
28457,1280970010004,1653 CASTLE CT,77006
28458,1281000010001,1110 AUTREY ST C,77006
28459,1281000010002,1110 AUTREY ST B,77006
28460,1281000010003,1110 AUTREY ST A,77006
28461,1281030010001,2009 DRISCOLL ST,77019
28462,1281030010002,2011 DRISCOLL ST,77019
28463,1281060010001,1745 BRANARD ST,77098
28464,1281060010002,1743 BRANARD ST,77098
28465,1281360010001,1212 W DREW ST A,77006
28466,1281360010002,1212 W DREW ST B,77006
28467,1281390010001,2403 WINDSOR ST,77006
28468,1281390010002,2405 WINDSOR ST,77006
28469,1281390010003,2407 WINDSOR ST,77006
28470,1281780010001,1013 CROCKER ST,77019
28471,1281780010002,1015 CROCKER ST,77019
28472,1281800010001,2507 SHAKESPEARE ST A,77030
28473,1281800010002,2507 SHAKESPEARE ST B,77030
28474,1281800010003,2507 SHAKESPEARE ST C,77030
28475,1281890010001,2415 WROXTON RD,77005
28476,1281890010002,2417 WROXTON RD,77005
28477,1281910010001,4306 ROSELAND ST,77006
28478,1281910010002,4308 ROSELAND ST,77006
28479,1282020010001,2421 DRISCOLL ST,77019
28480,1282020010002,2423 DRISCOLL ST,77019
28481,1282140020001,3330 GRAUSTARK ST,77006
28482,1282140020002,3332 GRAUSTARK ST,77006
28483,1282140020003,1302 HAWTHORNE ST,77006
28484,1282140020004,1304 HAWTHORNE ST,77006
28485,1282140020005,1306 HAWTHORNE ST,77006
28486,1282140020006,1308 HAWTHORNE ST,77006
28487,1282140020007,1310 HAWTHORNE ST,77006
28488,1282140020008,1312 HAWTHORNE ST,77006
28489,1282140020009,1314 HAWTHORNE ST,77006
28490,1282410010001,3519 ROBINHOOD ST,77005
28491,1282480010001,1719 WELCH ST B,77006
28492,1282480010002,1719 WELCH ST A,77006
28493,1282480010003,1719 WELCH ST C,77006
28494,1282480010004,1719 WELCH ST D,77006
28495,1282480010005,1719 WELCH ST E,77006
28496,1282540010001,2201 NAOMI ST E,77054
28497,1282540010002,2201 NAOMI ST D,77054
28498,1282540010003,2201 NAOMI ST C,77054
28499,1282540010004,2201 NAOMI ST B,77054
28500,1282540010005,2201 NAOMI ST,77054
28501,1282790010001,1607 BONNIE BRAE ST,77006
28502,1282790010002,1605 BONNIE BRAE ST,77006
28503,1282960010001,2128 WHITNEY ST,77006
28504,1282960010002,2124 WHITNEY ST,77006
28505,1282960010003,2120 WHITNEY ST,77006
28506,1283070010001,2113 WOODHEAD ST,77019
28507,1283070010002,2115 WOODHEAD ST,77019
28508,1283240010001,3202 MID LN,77027
28509,1283240010002,3214 MID LN,77027
28510,1283240010003,3212 MID LN,77027
28511,1283240010004,3210 MID LN,77027
28512,1283240010005,3208 MID LN,77027
28513,1283240010006,3206 MID LN,77027
28514,1283240010007,3204 MID LN,77027
28515,1283280010001,640 HAROLD ST,77006
28516,1283280010002,638 HAROLD ST 3,77006
28517,1283280010003,636 HAROLD ST,77006
28518,1283280010004,634 HAROLD ST,77006
28519,1283280010005,632 HAROLD ST,77006
28520,1283280010006,630 HAROLD ST,77006
28521,1283280010007,628 HAROLD ST,77006
28522,1283280010008,626 HAROLD ST,77006
28523,1283280010009,624 HAROLD ST,77006
28524,1283280010010,622 HAROLD ST,77006
28525,1283280010011,620 HAROLD ST,77006
28526,1283290010001,2224 MORSE ST,77019
28527,1283290010002,2220 MORSE ST,77019
28528,1283450010001,2339 BELLEFONTAINE ST,77030
28529,1283450010002,2335 BELLEFONTAINE ST,77030
28530,1283660010001,912 LOVETT BLVD J,77006
28531,1283660010002,912 LOVETT BLVD K,77006
28532,1283660010003,912 LOVETT BLVD L,77006
28533,1283660010004,912 LOVETT BLVD A,77006
28534,1283660010005,912 LOVETT BLVD B,77006
28535,1283660010006,912 LOVETT BLVD C,77006
28536,1283660010007,912 LOVETT BLVD D,77006
28537,1283660010008,912 LOVETT BLVD E,77006
28538,1283660010009,912 LOVETT BLVD F,77006
28539,1283660010010,912 LOVETT BLVD G,77006
28540,1283660010011,912 LOVETT BLVD H,77006
28541,1283660010012,912 LOVETT BLVD I,77006
28542,1284270010001,1219 PEDEN ST A,77006
28543,1284270010002,1219 PEDEN ST B,77006
28544,1284270010003,1219 PEDEN ST C,77006
28545,1284420010001,2301 HAZARD ST A,77019
28546,1284420010002,2301 HAZARD ST B,77019
28547,1284790010001,340 BOMAR ST,77006
28548,1284790010002,344 BOMAR ST,77006
28549,1284790010005,338 BOMAR ST,77006
28550,1284790010006,324 BOMAR ST,77006
28551,1284790010007,336 BOMAR ST,77006
28552,1284790010008,326 BOMAR ST,77006
28553,1284790010009,334 BOMAR ST,77006
28554,1284790010010,332 BOMAR ST,77006
28555,1284790010011,330 BOMAR ST,77006
28556,1284790010012,328 BOMAR ST,77006
28557,1284960010001,2220 BRUN ST,77019
28558,1284960010002,2224 BRUN ST,77019
28559,1285000010001,1912 BRUN ST,77019
28560,1285000010002,1914 BRUN ST,77019
28561,1285010010001,2301 PARK ST A,77019
28562,1285010010002,2301 PARK ST B,77019
28563,1285010010003,2301 PARK ST C,77019
28564,1285010010004,2301 PARK ST D,77019
28565,1285010010005,2301 PARK ST E,77019
28566,1285010010006,2301 PARK ST F,77019
28567,1285170010001,4710 OAKSHIRE DR A,77027
28568,1285170010002,4710 OAKSHIRE DR B,77027
28569,1285170010003,4710 OAKSHIRE DR C,77027
28570,1285170010004,4710 OAKSHIRE DR D,77027
28571,1285170010005,4710 OAKSHIRE DR E,77027
28572,1285530010001,1114 BOMAR ST,77006
28573,1285790010001,1212 W WEBSTER ST,77019
28574,1285880010001,1301 MATTHEWS ST,77019
28575,1285880010002,1303 MATTHEWS ST,77019
28576,1286280010001,4215 STANFORD ST,77006
28577,1286280010002,718 RICHMOND ST,77006
28578,1286310010001,2212 PORTSMOUTH ST A,77098
28579,1286310010002,2212 PORTSMOUTH ST B,77098
28580,1286310010003,2212 PORTSMOUTH ST C,77098
28581,1286440010001,2318 BELLEFONTAINE ST,77030
28582,1286440010002,2316 BELLEFONTAINE ST,77030
28583,1286860010001,415 TUAM ST,77006
28584,1286860010002,417 TUAM ST,77006
28585,1286860010003,419 TUAM ST,77006
28586,1286860010004,429 TUAM ST,77006
28587,1286860010005,425 B TUAM ST,77006
28588,1286860010006,425 TUAM ST,77006
28589,1286860010007,427 TUAM ST,77006
28590,1286860010008,427 B TUAM ST,77006
28591,1286860010009,431 TUAM ST,77006
28592,1286860010010,433 TUAM ST,77006
28593,1286860010011,423 TUAM ST,77006
28594,1286860010012,421 TUAM ST,77006
28595,1287180010001,1301 W PIERCE ST,77019
28596,1287180010002,1504 HAZEL ST,77019
28597,1287180010003,1506 HAZEL ST,77019
28598,1287620010001,2420 PARK ST A,77019
28599,1287620010002,2422 PARK ST,77019
28600,1287830010001,1001 GILLETTE ST,77019
28601,1287830010002,1003 GILLETTE ST,77019
28602,1287830010003,1005 GILLETTE ST,77019
28603,1287980010001,4749 IVANHOE ST,77027
28604,1287980010002,4743 IVANHOE ST,77027
28605,1288270010001,2306 MCDUFFIE ST,77019
28606,1288270010002,2308 MCDUFFIE ST,77019
28607,1288300010001,1946 W BELL ST,77019
28608,1288440010001,1310 HADLEY ST,77002
28609,1288440010002,1312 HADLEY ST,77002
28610,1288440010003,1314 HADLEY ST,77002
28611,1288440010004,1316 HADLEY ST,77002
28612,1288440010005,1318 HADLEY ST,77002
28613,1288440010006,1320 HADLEY ST,77002
28614,1288650010001,2112 PARK ST,77019
28615,1288650010002,2114 PARK ST,77019
28616,1288660010001,1804 MORSE ST,77019
28617,1288660010002,1802 MORSE ST,77019
28618,1288680010001,1604 WELCH ST B,77006
28619,1288680010002,1604 WELCH ST,77006
28620,1288690010001,1923 PARK ST,77019
28621,1288690010002,1908 WELCH ST,77019
28622,1288700010001,4272 CHILDRESS ST,77005
28623,1288700010002,4270 CHILDRESS ST,77005
28624,1289000010001,2101 ELMEN ST,77019
28625,1289000010002,1915 INDIANA ST,77019
28626,1289030010001,3916 WOODHEAD ST,77098
28627,1289030010002,3914 WOODHEAD ST,77098
28628,1289030010003,3912 WOODHEAD ST,77098
28629,1289030010004,3910 WOODHEAD ST,77098
28630,1289040010001,2217 BRUN ST,77019
28631,1289040010002,2221 BRUN ST,77019
28632,1289070010001,1914 RIDGEWOOD ST A,77006
28633,1289070010002,1914 RIDGEWOOD ST B,77006
28634,1289070010003,1914 RIDGEWOOD ST C,77006
28635,1289530010001,10666 CLEARVIEW VILLA PL,77025
28636,1289530010002,10662 CLEARVIEW VILLA PL,77025
28637,1289530010003,10658 CLEARVIEW VILLA PL,77025
28638,1289530010004,10654 CLEARVIEW VILLA PL,77025
28639,1289530010005,10650 CLEARVIEW VILLA PL,77025
28640,1289530010006,10646 CLEARVIEW VILLA PL,77025
28641,1289530010007,10642 CLEARVIEW VILLA PL,77025
28642,1289530010008,10638 CLEARVIEW VILLA PL,77025
28643,1289530010009,10634 CLEARVIEW VILLA PL,77025
28644,1289530010010,10630 CLEARVIEW VILLA PL,77025
28645,1289530010011,10626 CLEARVIEW VILLA PL,77025
28646,1289530010012,10622 CLEARVIEW VILLA PL,77025
28647,1289530010013,10618 CLEARVIEW VILLA PL,77025
28648,1289530010014,10614 CLEARVIEW VILLA PL,77025
28649,1289530010015,10610 CLEARVIEW VILLA PL,77025
28650,1289530010016,10606 CLEARVIEW VILLA PL,77025
28651,1289530010017,10602 CLEARVIEW VILLA PL,77025
28652,1289530010018,3470 CLEARVIEW VILLA WAY,77025
28653,1289530010019,3466 CLEARVIEW VILLA WAY,77025
28654,1289530010020,3462 CLEARVIEW VILLA WAY,77025
28655,1289530010021,3458 CLEARVIEW VILLA WAY,77025
28656,1289530010022,3454 CLEARVIEW VILLA WAY,77025
28657,1289530010023,3450 CLEARVIEW VILLA WAY,77025
28658,1289530010024,3446 CLEARVIEW VILLA WAY,77025
28659,1289530010025,3442 CLEARVIEW VILLA WAY,77025
28660,1289530010026,3438 CLEARVIEW VILLA WAY,77025
28661,1289530010027,3434 CLEARVIEW VILLA WAY,77025
28662,1289530010028,3430 CLEARVIEW VILLA WAY,77025
28663,1289530010029,3426 CLEARVIEW VILLA WAY,77025
28664,1289530010030,3422 CLEARVIEW VILLA WAY,77025
28665,1289530010031,3418 CLEARVIEW VILLA WAY,77025
28666,1289530010032,3414 CLEARVIEW VILLA WAY,77025
28667,1289530010033,3410 CLEARVIEW VILLA WAY,77025
28668,1289530010034,3406 CLEARVIEW VILLA WAY,77025
28669,1289530010035,3402 CLEARVIEW VILLA WAY,77025
28670,1289530010036,3346 CLEARVIEW VILLA WAY,77025
28671,1289530010037,3342 CLEARVIEW VILLA WAY,77025
28672,1289530010038,3338 CLEARVIEW VILLA WAY,77025
28673,1289530010039,3334 CLEARVIEW VILLA WAY,77025
28674,1289530010040,3330 CLEARVIEW VILLA WAY,77025
28675,1289530010041,3326 CLEARVIEW VILLA WAY,77025
28676,1289530010042,3322 CLEARVIEW VILLA WAY,77025
28677,1289530010043,3318 CLEARVIEW VILLA WAY,77025
28678,1289530010044,3314 CLEARVIEW VILLA WAY,77025
28679,1289530010045,3310 CLEARVIEW VILLA WAY,77025
28680,1289530010046,3306 CLEARVIEW VILLA WAY,77025
28681,1289530010047,3302 CLEARVIEW VILLA WAY,77025
28682,1289530010048,10742 CLEARVIEW VILLA PL,77025
28683,1289530010049,10738 CLEARVIEW VILLA PL,77025
28684,1289530010050,10734 CLEARVIEW VILLA PL,77025
28685,1289530010051,10730 CLEARVIEW VILLA PL,77025
28686,1289530010052,10726 CLEARVIEW VILLA PL,77025
28687,1289530010053,10722 CLEARVIEW VILLA PL,77025
28688,1289530010054,10718 CLEARVIEW VILLA PL,77025
28689,1289530010055,10714 CLEARVIEW VILLA PL,77025
28690,1289530010056,10710 CLEARVIEW VILLA PL,77025
28691,1289530010057,10706 CLEARVIEW VILLA PL,77025
28692,1289530010058,10702 CLEARVIEW VILLA PL,77025
28693,1289530020001,3423 CLEARVIEW VILLA WAY,77025
28694,1289530020002,3419 CLEARVIEW VILLA WAY,77025
28695,1289530020003,3415 CLEARVIEW VILLA WAY,77025
28696,1289530020004,3411 CLEARVIEW VILLA WAY,77025
28697,1289530020005,3407 CLEARVIEW VILLA WAY,77025
28698,1289530020006,3403 CLEARVIEW VILLA WAY,77025
28699,1289530020007,3335 CLEARVIEW VILLA WAY,77025
28700,1289530020008,3331 CLEARVIEW VILLA WAY,77025
28701,1289530020009,10723 CLEARVIEW VILLA PL,77025
28702,1289530020010,10719 CLEARVIEW VILLA PL,77025
28703,1289530020011,10715 CLEARVIEW VILLA PL,77025
28704,1289530020012,10711 CLEARVIEW VILLA PL,77025
28705,1289530020013,10707 CLEARVIEW VILLA PL,77025
28706,1289530020014,10703 CLEARVIEW VILLA PL,77025
28707,1290110010001,1652 BONNIE BRAE ST,77006
28708,1290110010002,1650 BONNIE BRAE ST,77006
28709,1290310010001,1545 HADDON ST,77006
28710,1290310010002,0 HADDON ST,77006
28711,1290310010003,1603 HADDON ST,77006
28712,1290310010004,1539 HADDON ST,77006
28713,1290310010005,1541 HADDON ST,77006
28714,1290310010006,1543 HADDON ST,77006
28715,1290310010007,1533 HADDON ST,77006
28716,1290310010008,1535 HADDON ST,77006
28717,1290310010009,1537 HADDON ST,77006
28718,1290310010010,1534 NEVADA ST A,77006
28719,1290310010011,1534 NEVADA ST B,77006
28720,1290310010012,1534 NEVADA ST C,77006
28721,1290320010001,2107 WOODHEAD ST,77019
28722,1290320010002,2105 WOODHEAD ST,77019
28723,1290320010003,2103 WOODHEAD ST,77019
28724,1290320010004,1929 INDIANA ST,77019
28725,1290320010005,1931 INDIANA ST,77019
28726,1290320010006,1933 INDIANA ST,77019
28727,1290820010001,1745 INDIANA ST,77006
28728,1290820010002,1743 INDIANA ST,77006
28729,1290940010001,2426 RICHTON ST,77098
28730,1290940010002,2426 RICHTON ST B,77098
28731,1291220010001,1105 PEVETO ST,77019
28732,1291220010002,1107 PEVETO ST,77019
28733,1291420010001,4268 CHILDRESS ST,77005
28734,1291420010002,4266 CHILDRESS ST,77005
28735,1291660010001,1724 ELMEN ST,77019
28736,1291660010002,1718 ELMEN ST,77019
28737,1291660010003,1720 ELMEN ST,77019
28738,1291660010004,1722 ELMEN ST,77019
28739,1291670010001,1203 GENESEE ST,77019
28740,1291670010002,1205 GENESEE ST,77019
28741,1291670010003,1207 GENESEE ST,77019
28742,1292300010001,1917 WAUGH ST,77006
28743,1292300010002,1915 WAUGH ST,77006
28744,1292300010003,1913 WAUGH ST,77006
28745,1292300010004,1911 WAUGH DR,77006
28746,1292300010005,1320 WELCH ST,77006
28747,1292300010006,1318 WELCH ST,77006
28748,1292300010007,1316 WELCH ST,77006
28749,1292580010001,2336 NAOMI,77054
28750,1292580010002,2334 NAOMI,77054
28751,1292580010003,2332 NAOMI,77054
28752,1292580010004,2330 NAOMI,77054
28753,1292580010005,2328 NAOMI,77054
28754,1292580010006,2326 NAOMI,77054
28755,1292580010007,2324 NAOMI,77054
28756,1292580010008,2322 NAOMI,77054
28757,1292580010009,2320 NAOMI,77054
28758,1292580010010,2318 NAOMI,77054
28759,1292580010011,2316 NAOMI,77054
28760,1292580010012,2314 NAOMI,77054
28761,1292820010001,1308 STANFORD ST,77019
28762,1292820010002,1310 STANFORD ST,77019
28763,1293040010001,3319 SACKETT ST,77098
28764,1293450010001,2401 MCCLENDON ST,77030
28766,1293480010001,4615 MOUNT VERNON,77006
28767,1293480010002,4617 MOUNT VERNON,77006
28768,1293480010003,4619 MOUNT VERNON,77006
28769,1293780010001,2075 BRENTWOOD DR C,77019
28770,1293780010002,2075 BRENTWOOD DR B,77019
28771,1293780010003,2075 BRENTWOOD DR A,77019
28772,1293870010001,2608 BARBARA LN,77005
28773,1293870010002,2612 BARBARA LN,77005
28774,1294410010001,907 RHODE PL A,77019
28775,1294410010002,907 RHODE PL B,77019
28776,1294410010003,907 RHODE PL C,77019
28777,1294420010003,902 RHODE PL C,77019
28778,1294420010004,902 RHODE PL B,77019
28779,1294420010005,902 RHODE PL A,77019
28780,1294840010001,4238 CHILDRESS ST A,77005
28781,1294840010002,4238 CHILDRESS ST B,77005
28782,1294840010003,4238 CHILDRESS ST C,77005
28783,1294930010001,1325 SAULNIER ST,77019
28784,1294930010002,1321 SAULNIER ST,77019
28785,1294930010003,1317 SAULNIER ST,77019
28786,1295170010001,917 NASH ST,77019
28787,1295170010002,915 NASH ST,77019
28788,1295170010003,913 NASH ST,77019
