,address,zip_code
836,1406 BONNIE BRAE ST,77006
837,1406 INDIANA ST,77006
838,1406 MARYLAND ST,77006
839,1406 MICHIGAN ST,77006
840,1406 VASSAR ST,77006
841,1406 VERMONT ST,77006
842,1406 WELCH ST,77006
843,1407 BONNIE BRAE ST,77006
844,1407 INDIANA ST,77006
845,1407 MARSHALL ST,77006
846,1407 MICHIGAN ST,77006
847,1407 NEVADA ST,77006
848,1407 VERMONT ST,77006
849,1407 WELCH ST A,77006
850,1407 WELCH ST B,77006
851,1408 BANKS ST,77006
852,1408 BONNIE BRAE ST,77006
853,1408 COOK ST,77006
854,1408 HAWTHORNE ST,77006
855,1408 KIPLING ST,77006
856,1408 MARYLAND ST,77006
857,1408 MICHIGAN ST,77006
858,1408 MILFORD ST,77006
859,1408 MISSOURI ST,77006
860,1408 VERMONT ST UNIT A,77006
861,1408 VERMONT ST UNIT B,77006
862,1408 VERMONT ST UNIT C,77006
863,1408 VERMONT ST UNIT D,77006
864,1408 WESTHEIMER RD,77006
865,1409 BANKS ST,77006
866,1409 BONNIE BRAE ST,77006
867,1409 BRANARD ST,77006
868,1409 HAROLD ST,77006
869,1409 INDIANA ST,77006
870,1409 MICHIGAN ST,77006
871,1409 NEVADA ST,77006
872,1409 NEVADA ST A,77006
873,1409 VASSAR ST,77006
874,1409 VERMONT ST,77006
875,1409 W WEBSTER ST,77006
876,1409 WELCH ST,77006
877,1410 BONNIE BRAE ST,77006
878,1410 COOK ST,77006
879,1410 HAROLD ST,77006
880,1410 INDIANA ST,77006
881,1410 MARSHALL ST,77006
882,1410 MARYLAND ST,77006
883,1410 NEVADA ST,77006
884,1411 BONNIE BRAE ST A,77006
885,1411 BONNIE BRAE ST B,77006
886,1411 BRANARD ST,77006
887,1411 CASTLE CT,77006
888,1411 HADDON ST,77006
889,1411 HAROLD ST,77006
890,1411 HAROLD ST B,77006
891,1411 MARSHALL ST,77006
892,1411 MICHIGAN ST,77006
893,1411 NEVADA ST,77006
894,1411 NORTH BLVD,77006
895,1411 W WEBSTER ST,77006
896,1411 WELCH ST,77006
897,1412 B CT C,77006
898,1412 BONNIE BRAE ST,77006
899,1412 CASTLE CT A,77006
900,1412 CASTLE CT B,77006
901,1412 CASTLE CT D,77006
902,1412 CASTLE CT E,77006
903,1412 CASTLE CT F,77006
904,1412 CASTLE CT G,77006
905,1412 COOK ST,77006
906,1412 HAROLD ST,77006
907,1412 HAROLD ST D,77006
908,1412 MARSHALL ST,77006
909,1412 MICHIGAN ST,77006
910,1412 NEVADA ST,77006
911,1412 NORTH BLVD,77006
912,1412 SOUTH BLVD,77006
913,1413 BONNIE BRAE ST,77006
914,1413 HAROLD ST,77006
915,1413 MICHIGAN ST,77006
916,1413 NEVADA ST,77006
917,1413 VASSAR ST,77006
918,1413 W WEBSTER ST,77006
919,1413 WELCH ST,77006
920,1414 BANKS ST,77006
921,1414 BONNIE BRAE ST,77006
922,1414 COOK ST,77006
923,1414 HAROLD ST,77006
924,1414 HAROLD ST D,77006
925,1414 HYDE PARK BLVD,77006
926,1414 KIPLING ST,77006
927,1414 MARYLAND ST,77006
928,1414 MILFORD ST,77006
929,1415 BONNIE BRAE ST A,77006
930,1415 BONNIE BRAE ST B,77006
931,1415 BONNIE BRAE ST C,77006
932,1415 BONNIE BRAE ST D,77006
933,1415 BONNIE BRAE ST E,77006
934,1415 BONNIE BRAE ST F,77006
935,1415 BONNIE BRAE ST G,77006
936,1415 HAROLD ST,77006
937,1415 HYDE PARK BLVD A,77006
938,1415 HYDE PARK BLVD B,77006
939,1415 HYDE PARK BLVD C,77006
940,1415 HYDE PARK BLVD D,77006
941,1415 HYDE PARK BLVD E,77006
942,1415 INDIANA ST,77006
943,1415 KIPLING ST,77006
944,1415 MARSHALL ST,77006
945,1415 MICHIGAN ST,77006
946,1415 MILFORD ST,77006
947,1415 NEVADA ST,77006
948,1415 W WEBSTER ST,77006
949,1415 WELCH ST,77006
950,1416 COOK ST,77006
951,1416 HAROLD ST,77006
952,1416 HAROLD ST C,77006
953,1416 HAROLD ST D,77006
954,1416 KIPLING ST,77006
955,1416 MARSHALL ST,77006
956,1416 SUL ROSS ST,77006
957,1416 VASSAR ST,77006
958,1417 BRANARD ST,77006
959,1417 HAROLD ST,77006
960,1417 MARSHALL ST,77006
961,1417 MICHIGAN ST,77006
962,1417 NEVADA ST,77006
963,1417 VASSAR ST,77006
964,1417 W ALABAMA ST,77006
965,1417 W WEBSTER ST,77006
966,1417 WELCH ST,77006
967,1418 COOK ST,77006
968,1418 FAIRVIEW AVE,77006
969,1418 KIPLING ST,77006
970,1418 MARSHALL ST,77006
971,1418 MISSOURI ST,77006
972,1418 SUL ROSS ST,77006
973,1419 BANKS ST,77006
974,1419 BONNIE BRAE ST,77006
975,1419 BRANARD ST,77006
976,1419 HAROLD ST,77006
977,1419 KIPLING ST,77006
978,1419 MICHIGAN ST,77006
979,1419 NEVADA ST,77006
980,1419 W WEBSTER ST,77006
981,142 OAK PL,77006
982,1420 BANKS ST,77006
983,1420 COOK ST,77006
984,1420 INDIANA ST,77006
985,1420 KIPLING ST,77006
986,1420 MILFORD ST,77006
987,1420 MISSOURI ST,77006
988,1420 VASSAR ST,77006
989,1421 BRANARD ST,77006
990,1421 HAROLD ST,77006
991,1421 KIPLING ST,77006
992,1421 MILFORD ST,77006
993,1421 VASSAR ST,77006
994,1422 FAIRVIEW AVE 1422,77006
995,1422 KIPLING ST,77006
996,1422 MARSHALL ST,77006
997,1423 ALABAMA ST,77006
998,1423 BRANARD ST,77006
999,1423 HAROLD ST,77006
1000,1423 MARSHALL ST,77006
1001,1424 FAIRVIEW AVE 1424,77006
1002,1424 MISSOURI ST,77006
1003,1424 VASSAR ST,77006
1004,1425 BANKS ST,77006
1005,1425 MARSHALL ST,77006
1006,1425 MILFORD ST,77006
1007,1425 VASSAR ST,77006
1008,1426 BANKS ST,77006
1009,1426 KIPLING ST,77006
1010,1426 MARSHALL ST,77006
1011,1426 MILFORD ST,77006
1012,1428 VASSAR ST,77006
1013,1429 VASSAR ST,77006
1014,1432 VASSAR ST,77006
1015,1432 W ALABAMA ST,77006
1016,1436 VASSAR ST,77006
1017,144 OAK PL,77006
1018,146 OAK PL,77006
1019,1464 CALIFORNIA ST,77006
1020,1465 MISSOURI ST,77006
1021,1468 CALIFORNIA ST,77006
1022,1469 MISSOURI ST,77006
1023,1472 CALIFORNIA ST,77006
1024,1473 MISSOURI ST,77006
1025,1476 CALIFORNIA ST,77006
1026,1477 MISSOURI ST,77006
1027,148 OAK PLACE DR,77006
1028,15 COURTLANDT PL,77006
1029,15 HYDE PARK BLVD,77006
1030,150 OAK PL,77006
1031,1500 CALIFORNIA ST,77006
1032,1500 CALIFORNIA ST B,77006
1033,1500 HYDE PARK BLVD,77006
1034,1500 NORTH BLVD,77006
1035,1501 BONNIE BRAE ST,77006
1036,1501 CALIFORNIA ST,77006
1037,1501 HAROLD ST,77006
1038,1501 KIPLING ST,77006
1039,1501 MARSHALL ST,77006
1040,1501 MARYLAND ST,77006
1041,1502 BANKS ST,77006
1042,1502 BONNIE BRAE ST,77006
1043,1502 CALIFORNIA ST,77006
1044,1502 CASTLE CT,77006
1045,1502 HAROLD ST,77006
1046,1502 HYDE PARK BLVD,77006
1047,1502 INDIANA ST,77006
1048,1502 KIPLING ST,77006
1049,1502 MARYLAND AVE,77006
1050,1502 MILFORD ST,77006
1051,1502 SUTTON ST,77006
1052,1502 VASSAR ST,77006
1053,1503 BANKS ST,77006
1054,1503 CALIFORNIA ST,77006
1055,1503 COOK ST,77006
1056,1503 FAIRVIEW AVE,77006
1057,1503 HAROLD ST,77006
1058,1503 HAWTHORNE ST,77006
1059,1503 MARYLAND ST,77006
1060,1503 MICHIGAN AVE,77006
1061,1503 MILFORD ST,77006
1062,1503 MISSOURI ST,77006
1063,1503 VASSAR ST,77006
1064,1504 BONNIE BRAE ST,77006
1065,1504 HAROLD ST,77006
1066,1504 HYDE PARK BLVD,77006
1067,1504 INDIANA ST,77006
1068,1504 KIPLING ST,77006
1069,1504 MARYLAND AVE,77006
1070,1504 RIDGEWOOD ST,77006
1071,1505 BONNIE BRAE ST,77006
1072,1505 COOK ST,77006
1073,1505 FAIRVIEW AVE,77006
1074,1505 HAROLD ST,77006
1075,1505 HAWTHORNE ST,77006
1076,1505 MARYLAND ST,77006
1077,1505 MISSOURI ST,77006
1078,1505 NORTH BLVD,77006
1079,1505 SUTTON ST,77006
1080,1506 BONNIE BRAE ST,77006
1081,1506 FAIRVIEW AVE,77006
1082,1506 HAWTHORNE ST,77006
1083,1506 HYDE PARK BLVD,77006
1084,1506 INDIANA ST,77006
1085,1506 MARYLAND AVE,77006
1086,1506 MICHIGAN ST,77006
1087,1506 NORTH BLVD,77006
1088,1506 SOUTH BLVD,77006
1089,1506 SUTTON ST,77006
1090,1507 BRANARD ST,77006
1091,1507 COOK ST,77006
1092,1507 FAIRVIEW AVE,77006
1093,1507 HAROLD ST,77006
1094,1507 HAWTHORNE ST,77006
1095,1507 INDIANA ST,77006
1096,1507 KIPLING ST,77006
1097,1507 MARSHALL ST,77006
1098,1507 MARYLAND ST,77006
1099,1507 MISSOURI ST,77006
1100,1507 SUTTON ST,77006
1101,1507 VASSAR ST,77006
1102,1508 BANKS ST,77006
1103,1508 FAIRVIEW AVE,77006
1104,1508 HAWTHORNE ST,77006
1105,1508 INDIANA ST,77006
1106,1508 KIPLING ST,77006
1107,1508 MARSHALL ST,77006
1108,1508 MARYLAND AVE,77006
1109,1508 MILFORD ST,77006
1110,1508 VASSAR ST,77006
1111,1508 WESTHEIMER RD,77006
1112,1509 BANKS ST,77006
1113,1509 BONNIE BRAE ST,77006
1114,1509 FAIRVIEW AVE A,77006
1115,1509 FAIRVIEW AVE B,77006
1116,1509 FAIRVIEW AVE C,77006
1117,1509 HAROLD ST,77006
1118,1509 HAWTHORNE ST,77006
1119,1509 MARYLAND ST,77006
1120,1509 MILFORD ST,77006
1121,1509 MISSOURI ST,77006
1122,1509 SUTTON ST,77006
1123,1509 WESTHEIMER RD,77006
1124,1510 BONNIE BRAE ST,77006
1125,1510 MARSHALL ST,77006
1126,1510 MICHIGAN ST,77006
1127,1510 SUTTON ST,77006
1128,1511 COOK ST,77006
1129,1511 DUNLAVY ST,77006
1130,1511 FAIRVIEW AVE,77006
1131,1511 KIPLING ST,77006
1132,1511 MARSHALL ST,77006
1133,1511 MARYLAND ST,77006
1134,1511 MISSOURI ST 1,77006
1135,1511 MISSOURI ST 2,77006
1136,1511 MISSOURI ST 3,77006
1137,1511 MISSOURI ST 4,77006
1138,1511 MISSOURI ST 5,77006
1139,1511 MISSOURI ST 6,77006
1140,1511 NEVADA ST,77006
1141,1511 NORTH BLVD,77006
1142,1511 VASSAR ST,77006
1143,1512 FAIRVIEW AVE,77006
1144,1512 MICHIGAN ST,77006
1145,1512 MISSOURI ST,77006
1146,1512 SOUTH BLVD,77006
1147,1512 VASSAR ST,77006
1148,1513 FAIRVIEW AVE,77006
1149,1513 MARYLAND ST,77006
1150,1513 NEVADA ST,77006
1151,1514 BANKS ST,77006
1152,1514 CASTLE CT,77006
1153,1514 FAIRVIEW AVE,77006
1154,1514 MARSHALL ST,77006
1155,1514 MARYLAND AVE,77006
1156,1514 MILFORD ST,77006
1157,1514 NEVADA ST,77006
1158,1514 RIDGEWOOD ST A,77006
1159,1514 RIDGEWOOD ST B,77006
1160,1514 SUTTON ST,77006
1161,1515 BANKS ST,77006
1162,1515 BONNIE BRAE ST,77006
1163,1515 COOK ST,77006
1164,1515 FAIRVIEW AVE,77006
1165,1515 HYDE PARK 29 BLVD,77006
1166,1515 HYDE PARK BLVD,77006
1167,1515 HYDE PARK BLVD 1,77006
1168,1515 HYDE PARK BLVD 10,77006
1169,1515 HYDE PARK BLVD 11,77006
1170,1515 HYDE PARK BLVD 12,77006
1171,1515 HYDE PARK BLVD 13,77006
1172,1515 HYDE PARK BLVD 14,77006
1173,1515 HYDE PARK BLVD 15,77006
1174,1515 HYDE PARK BLVD 16,77006
1175,1515 HYDE PARK BLVD 17,77006
1176,1515 HYDE PARK BLVD 18,77006
1177,1515 HYDE PARK BLVD 19,77006
1178,1515 HYDE PARK BLVD 2,77006
1179,1515 HYDE PARK BLVD 25,77006
1180,1515 HYDE PARK BLVD 3,77006
1181,1515 HYDE PARK BLVD 31,77006
1182,1515 HYDE PARK BLVD 33,77006
1183,1515 HYDE PARK BLVD 37,77006
1184,1515 HYDE PARK BLVD 38,77006
1185,1515 HYDE PARK BLVD 39,77006
1186,1515 HYDE PARK BLVD 4,77006
1187,1515 HYDE PARK BLVD 40,77006
1188,1515 HYDE PARK BLVD 42,77006
1189,1515 HYDE PARK BLVD 5,77006
1190,1515 HYDE PARK BLVD 6,77006
1191,1515 HYDE PARK BLVD 8,77006
1192,1515 HYDE PARK BLVD 9,77006
1193,1515 HYDE PARK BLVD APT 26,77006
1194,1515 MARSHALL ST,77006
1195,1515 MARYLAND ST,77006
1196,1515 MICHIGAN ST,77006
1197,1515 MILFORD ST,77006
1198,1515 NEVADA ST,77006
1199,1515 SOUTH BLVD,77006
1200,1515 SUTTON ST,77006
1201,1515 VASSAR ST,77006
1202,1516 FAIRVIEW AVE,77006
1203,1516 HAROLD ST,77006
1204,1516 HAWTHORNE ST,77006
1205,1516 MARYLAND AVE,77006
1206,1516 RIDGEWOOD ST,77006
1207,1516 VASSAR ST,77006
1208,1517 BRANARD ST,77006
1209,1517 HADDON ST,77006
1210,1517 KIPLING ST,77006
1211,1517 MARSHALL ST,77006
1212,1517 MARYLAND ST,77006
1213,1517 NEVADA ST,77006
1214,1517 WELCH ST,77006
1215,1518 CASTLE CT,77006
1216,1518 DUNLAVY ST,77006
1217,1518 FAIRVIEW AVE,77006
1218,1518 INDIANA ST,77006
1219,1518 KIPLING ST,77006
1220,1518 MARSHALL ST,77006
1221,1518 MARYLAND AVE,77006
1222,1518 NEVADA ST,77006
1223,1518 SUTTON ST,77006
1224,1518 VASSAR ST,77006
1225,1519 1/2 WELCH ST,77006
1226,1519 COOK ST,77006
1227,1519 DUNLAVY ST,77006
1228,1519 HADDON ST,77006
1229,1519 HAWTHORNE ST,77006
1230,1519 INDIANA ST 8,77006
1231,1519 KIPLING ST,77006
1232,1519 MAIN ST,77006
1233,1519 MARYLAND ST,77006
1234,1519 MILFORD ST,77006
1235,1519 NEVADA ST,77006
1236,1519 SOUTH BLVD,77006
1237,1519 SUTTON ST,77006
1238,1519 VASSAR ST,77006
1239,1519 WELCH ST,77006
1240,152 OAK PL,77006
1241,1520 BANKS ST,77006
1242,1520 DUNLAVY ST,77006
1243,1520 FAIRVIEW AVE,77006
1244,1520 HAROLD ST,77006
1245,1520 HAWTHORNE ST,77006
1246,1520 MAIN ST,77006
1247,1520 MARSHALL ST,77006
1248,1520 MARYLAND AVE,77006
1249,1520 MARYLAND AVE A,77006
1250,1520 MILFORD ST,77006
1251,1521 BONNIE BRAE ST,77006
1252,1521 BRANARD ST,77006
1253,1521 DUNLAVY ST A,77006
1254,1521 DUNLAVY ST B,77006
1255,1521 HADDON ST,77006
1256,1521 HADDON ST A,77006
1257,1521 HAROLD ST,77006
1258,1521 KIPLING ST,77006
1259,1521 MARYLAND ST,77006
1260,1521 MICHIGAN ST,77006
1261,1521 WELCH ST,77006
1262,1522 CASTLE CT,77006
1263,1522 DUNLAVY ST,77006
1264,1522 HAWTHORNE ST,77006
1265,1522 KIPLING ST,77006
1266,1522 MARSHALL ST,77006
1267,1522 MARYLAND ST,77006
1268,1522 NEVADA ST,77006
1269,1522 SUTTON ST,77006
1270,1522 VERMONT ST A,77006
1271,1522 VERMONT ST B,77006
1272,1522 WELCH ST,77006
1273,1523 COOK ST,77006
1274,1523 HADDON ST,77006
1275,1523 HADDON ST B,77006
1276,1523 HAROLD ST,77006
1277,1523 MARSHALL ST,77006
1278,1523 MARYLAND ST,77006
1279,1523 MICHIGAN ST,77006
1280,1523 MILFORD ST,77006
1281,1523 NEVADA ST,77006
1282,1523 SUTTON ST,77006
1283,1523 VASSAR ST,77006
1284,1523 WELCH ST,77006
1285,1524 HAROLD ST,77006
1286,1524 MICHIGAN ST,77006
1287,1524 VASSAR ST,77006
1288,1525 BANKS ST,77006
1289,1525 BONNIE BRAE ST,77006
1290,1525 HADDON ST,77006
1291,1525 HAWTHORNE ST,77006
1292,1525 MARSHALL ST,77006
1293,1525 MARYLAND ST,77006
1294,1525 MICHIGAN ST,77006
1295,1525 WELCH ST,77006
1296,1526 BANKS ST,77006
1297,1526 CASTLE CT,77006
1298,1526 HAWTHORNE ST,77006
1299,1526 KIPLING ST,77006
1300,1526 NEVADA ST,77006
1301,1526 SUTTON ST,77006
1302,1526 W MAIN ST,77006
1303,1526 WELCH ST,77006
1304,1527 COOK ST,77006
1305,1527 HADDON ST,77006
1306,1527 HAROLD ST,77006
1307,1527 HAWTHORNE ST,77006
1308,1527 INDIANA ST,77006
1309,1527 MICHIGAN ST,77006
1310,1527 NEVADA ST,77006
1311,1527 SUTTON ST,77006
1312,1527 VASSAR ST,77006
1313,1527 VERMONT ST,77006
1314,1528 HAROLD ST,77006
1315,1528 MARSHALL ST,77006
1316,1528 NEVADA ST,77006
1317,1528 VASSAR ST,77006
1318,1529 HADDON ST,77006
1319,1529 INDIANA ST,77006
1320,1529 MARSHALL ST,77006
1321,1529 MARYLAND ST,77006
1322,1529 NEVADA ST,77006
1323,1529 VERMONT ST,77006
1324,1530 CASTLE CT,77006
1325,1530 HAROLD ST,77006
1326,1530 HAWTHORNE ST,77006
1327,1530 MICHIGAN ST,77006
1328,1530 NEVADA ST,77006
1329,1530 SUTTON ST,77006
1330,1531 COOK ST,77006
1331,1531 FAIRVIEW AVE,77006
1332,1531 HAROLD ST,77006
1333,1531 MILFORD ST,77006
1334,1531 NEVADA ST,77006
1335,1531 SUTTON ST,77006
1336,1532 KIPLING ST,77006
1337,1532 MICHIGAN ST,77006
1338,1532 NEVADA ST,77006
1339,1532 VERMONT AVE,77006
1340,1533 BONNIE BRAE ST,77006
1341,1533 FAIRVIEW AVE,77006
1342,1533 HADDON ST,77006
1343,1533 HAROLD ST,77006
1344,1533 NEVADA ST,77006
1345,1534 CASTLE CT,77006
1346,1534 FAIRVIEW AVE,77006
1347,1534 HAROLD ST,77006
1348,1534 KIPLING ST,77006
1349,1534 NEVADA ST A,77006
1350,1534 NEVADA ST B,77006
1351,1534 NEVADA ST C,77006
1352,1534 SUTTON ST,77006
1353,1535 COOK ST,77006
1354,1535 HADDON ST,77006
1355,1535 KIPLING ST,77006
1356,1535 MILFORD ST,77006
1357,1535 NEVADA ST,77006
1358,1535 SUTTON ST,77006
1359,1535 VERMONT ST,77006
1360,1536 INDIANA ST,77006
1361,1537 HADDON ST,77006
1362,1537 HAROLD ST,77006
1363,1537 NEVADA ST,77006
1364,1537 VERMONT ST,77006
1365,1538 FAIRVIEW AVE,77006
1366,1538 KIPLING ST,77006
1367,1538 NEVADA ST,77006
1368,1538 WELCH ST,77006
1369,1539 BANKS ST,77006
1370,1539 COOK ST,77006
1371,1539 HADDON ST,77006
1372,1539 NEVADA ST,77006
1373,1539 VERMONT ST,77006
1374,154 OAK PL,77006
1375,1541 HADDON ST,77006
1376,1541 N VERMONT ST,77006
1377,1541 NEVADA ST,77006
1378,1543 HADDON ST,77006
1379,1545 HADDON ST,77006
1380,1545 NEVADA ST,77006
1381,1547 BANKS ST,77006
1382,1547 NEVADA ST,77006
1383,1549 NEVADA ST,77006
1384,1556 CASTLE CT,77006
1385,156 OAK PL,77006
1386,1560 CASTLE CT,77006
1387,1562 CASTLE CT,77006
1388,1564 CASTLE CT,77006
1389,158 OAK PL,77006
1390,16 COURTLANDT PL,77006
1391,16 PINEDALE ST,77006
1392,16 SOUTHSIDE CIR,77025
1393,160 OAK PL,77006
1394,1600 MARSHALL ST,77006
1395,1600 VASSAR ST,77006
1396,1601 BANKS ST,77006
1397,1601 CALIFORNIA ST,77006
1398,1601 COLQUITT ST,77006
1399,1601 HAROLD ST,77006
1400,1601 HAVER ST,77006
1401,1601 HAWTHORNE ST,77006
1402,1601 KIPLING ST,77006
1403,1601 MILFORD ST,77006
1404,1601 MISSOURI ST,77006
1405,1601 NORFOLK ST,77006
1406,1601 PEDEN ST,77006
1407,1601 VASSAR ST,77006
1408,1601 WELCH ST,77006
1409,1602 BANKS ST,77006
1410,1602 COLQUITT ST,77006
1411,1602 HAROLD ST,77006
1412,1602 HAVER ST,77006
1413,1602 HAWTHORNE ST,77006
1414,1602 HAZEL ST,77006
1415,1602 KIPLING ST,77006
1416,1602 MISSOURI,77006
1417,1602 NEVADA ST,77006
1418,1602 NORFOLK ST,77006
1419,1602 SOUTH BLVD,77006
1420,1602 SUL ROSS ST,77006
1421,1602 SUTTON ST,77006
1422,1603 BRANARD ST,77006
1423,1603 CHERRYHURST ST,77006
1424,1603 COLQUITT ST,77006
1425,1603 HADDON ST,77006
1426,1603 HAVER ST,77006
1427,1603 MARSHALL ST,77006
1428,1603 NORTH BLVD,77006
1429,1603 SOUTH BLVD,77006
1430,1603 W ALABAMA ST,77006
1431,1604 CHERRYHURST ST,77006
1432,1604 MARSHALL ST,77006
1433,1604 MILFORD ST,77006
1434,1604 NEVADA ST,77006
1435,1604 NORFOLK ST,77006
1436,1604 NORTH BLVD,77006
1437,1604 SUL ROSS ST,77006
1438,1604 SUTTON ST,77006
1439,1604 WELCH ST,77006
1440,1604 WELCH ST B,77006
1441,1605 BANKS ST,77006
1442,1605 BONNIE BRAE ST,77006
1443,1605 BRANARD ST,77006
1444,1605 CALIFORNIA ST,77006
1445,1605 FAIRVIEW AVE,77006
1446,1605 MARSHALL ST,77006
1447,1605 PEDEN ST,77006
1448,1605 WELCH ST A,77006
1449,1605 WELCH ST B,77006
1450,1605 WELCH ST C,77006
1451,1606 CALIFORNIA ST,77006
1452,1606 HAROLD ST,77006
1453,1606 HAZEL ST,77006
1454,1606 MARSHALL ST,77006
1455,1606 NEVADA ST,77006
1456,1606 NORFOLK ST,77006
1457,1606 SUTTON ST,77006
1458,1607 BONNIE BRAE ST,77006
1459,1607 HADDON ST A,77006
1460,1607 HADDON ST B,77006
1461,1607 HADDON ST C,77006
1462,1607 HAVER ST,77006
1463,1607 KIPLING ST,77006
1464,1607 MISSOURI,77006
1465,1607 NEVADA ST,77006
1466,1607 NORFOLK ST,77006
1467,1607 PEDEN ST,77006
1468,1607 SUL ROSS ST,77006
1469,1607 VASSAR ST,77006
1470,1608 A NEVADA ST,77006
1471,1608 B NEVADA ST,77006
1472,1608 BANKS ST,77006
1473,1608 C NEVADA ST,77006
1474,1608 CHERRYHURST ST,77006
1475,1608 HAVER ST,77006
1476,1608 INDIANA ST,77006
1477,1608 NORFOLK ST A,77006
1478,1608 NORFOLK ST B,77006
1479,1608 SUTTON ST,77006
1480,1608 VASSAR ST,77006
1481,1608 W MAIN ST,77006
1482,1609 BONNIE BRAE ST,77006
1483,1609 CHERRYHURST ST,77006
1484,1609 HAROLD ST,77006
1485,1609 HAWTHORNE ST,77006
1486,1609 MARSHALL ST,77006
1487,1609 MILFORD ST,77006
1488,1609 NEVADA ST A,77006
1489,1609 NEVADA ST B,77006
1490,1609 PEDEN ST,77006
1491,1609 VERMONT ST,77006
1492,1609 WELCH AVE A,77006
1493,1609 WELCH AVE B,77006
1494,1609 WELCH AVE C,77006
1495,1610 HAROLD ST,77006
1496,1610 HAZEL ST,77006
1497,1610 MILFORD ST,77006
1498,1610 MISSOURI,77006
1499,1610 NEVADA ST,77006
1500,1610 NORFOLK ST,77006
1501,1610 RICHMOND AVE,77006
1502,1610 VERMONT ST,77006
1503,1611 BANKS ST,77006
1504,1611 CHERRYHURST ST,77006
1505,1611 COLQUITT ST,77006
1506,1611 HADDON ST,77006
1507,1611 HAWTHORNE ST,77006
1508,1611 MISSOURI ST,77006
1509,1611 NEVADA ST,77006
1510,1611 NORFOLK ST,77006
1511,1611 NORTH BLVD,77006
1512,1611 PEDEN ST,77006
1513,1611 SOUTH BLVD,77006
1514,1611 SUL ROSS ST,77006
1515,1611 VASSAR ST,77006
1516,1611 VERMONT ST,77006
1517,1612 BANKS ST,77006
1518,1612 BRANARD ST,77006
1519,1612 CALIFORNIA ST,77006
1520,1612 CHERRYHURST ST,77006
1521,1612 HAVER ST,77006
1522,1612 HAWTHORNE ST,77006
1523,1612 HAZEL ST,77006
1524,1612 MISSOURI ST,77006
1525,1612 NORFOLK ST,77006
1526,1612 NORTH BLVD,77006
1527,1612 SOUTH BLVD,77006
1528,1612 SUTTON ST,77006
1529,1612 VASSAR ST,77006
1530,1612 VERMONT ST,77006
1531,1613 CALIFORNIA ST,77006
1532,1613 FAIRVIEW AVE,77006
1533,1613 HAROLD ST,77006
1534,1613 HAVER ST,77006
1535,1613 MARSHALL ST,77006
1536,1613 NORFOLK ST,77006
1537,1613 VERMONT ST A,77006
1538,1613 VERMONT ST B,77006
1539,1614 CALIFORNIA ST,77006
1540,1614 CASTLE CT,77006
1541,1614 HAZEL ST,77006
1542,1614 KIPLING ST,77006
1543,1614 MILFORD ST,77006
1544,1614 NEVADA ST,77006
1545,1614 NORFOLK ST A,77006
1546,1614 NORFOLK ST B,77006
1547,1614 NORFOLK ST C,77006
1548,1614 SUL ROSS ST,77006
1549,1614 SUTTON ST,77006
1550,1615 BANKS ST,77006
1551,1615 CHERRYHURST ST,77006
1552,1615 COLQUITT ST,77006
1553,1615 HADDON ST,77006
1554,1615 HAWTHORNE ST,77006
1555,1615 KIPLING ST,77006
1556,1615 MILFORD ST,77006
1557,1615 NEVADA ST,77006
1558,1615 NORFOLK ST,77006
1559,1615 NORTH BLVD,77006
1560,1615 SUL ROSS ST,77006
1561,1615 SUTTON ST,77006
1562,1615 VASSAR ST,77006
1563,1615 VERMONT,77006
1564,1615 W MAIN ST,77006
1565,1616 BANKS ST,77006
1566,1616 CASTLE CT,77006
1567,1616 COLQUITT ST,77006
1568,1616 HAVER ST,77006
1569,1616 HAWTHORNE ST,77006
1570,1616 HAZEL ST,77006
1571,1616 MARSHALL ST,77006
1572,1616 NEVADA ST,77006
1573,1616 SUTTON ST,77006
1574,1616 VASSAR ST,77006
1575,1616 VERMONT ST,77006
1576,1616 W MAIN ST,77006
1577,1617 BONNIE BRAE ST,77006
1578,1617 BRANARD ST,77006
1579,1617 CALIFORNIA ST,77006
1580,1617 FAIRVIEW AVE,77006
1581,1617 GENESEE ST,77006
1582,1617 HAVER ST,77006
1583,1617 HAWTHORNE ST,77006
1584,1617 KIPLING ST,77006
1585,1617 MARSHALL ST,77006
1586,1617 MISSOURI ST,77006
1587,1617 SOUTH BLVD,77006
1588,1617 SUL ROSS ST,77006
1589,1618 CALIFORNIA ST,77006
1590,1618 CASTLE CT,77006
1591,1618 CHERRYHURST ST,77006
1592,1618 COLQUITT ST,77006
1593,1618 MILFORD ST,77006
1594,1618 MISSOURI ST,77006
1595,1618 SUTTON ST,77006
1596,1619 CASTLE CT,77006
1597,1619 COLQUITT ST,77006
1598,1619 GENESEE ST,77006
1599,1619 HAROLD ST,77006
1600,1619 MILFORD ST,77006
1601,1619 NEVADA ST,77006
1602,1619 NORFOLK ST,77006
1603,1619 NORTH BLVD,77006
1604,1619 VASSAR ST,77006
1605,1619 W DALLAS AVE,77019
1606,1619 W MAIN ST,77006
1607,162 OAK PLACE DR,77006
1608,1620 HAROLD ST,77006
1609,1620 HAVER ST,77006
1610,1620 MARSHALL ST,77006
1611,1620 NEVADA ST,77006
1612,1620 NORTH BLVD,77006
1613,1620 SOUTH BLVD,77006
1614,1620 SUTTON ST,77006
1615,1620 VASSAR ST,77006
1616,1620 VERMONT ST,77006
1617,1620 W MAIN ST,77006
1618,1621 BRANARD ST,77006
